	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN-"	"ER+/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN+"	"ER+/LN+"	"ER-/LN-"	"ER-/LN-"	"ER +/LN+"	"ER-/LN+"	"ER-/LN-"	"ER-/LN-"	"ER-/LN+"	"ER-/LN+"	"ER+/LN-"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"
"D86331_s_at"	10	15	10	10	10	10	10	124	10	10	752	2277	378	26	138	10	125	236	155	72	353	186	250	748	317	484	223	10	216	561	10	42	38	33	10	45	10	225	10	338	214	10	45	432	267	10	42	10	365
"D86964_at"	103	10	83	10	10	153	336	16	156	10	482	10	118	156	241	73	10	10	10	10	10	59	10	44	10	35	285	125	227	116	74	113	55	39	114	160	152	50	51	24	64	61	65	14	148	114	202	231	115
"D86968_at"	128	258	10	10	10	134	29	222	10	10	10	10	113	10	29	10	10	10	10	10	10	10	10	358	10	100	10	34	10	10	47	179	10	181	10	10	107	10	112	307	412	210	170	97	10	27	114	10	50
"D86975_at"	116	27	79	10	155	10	10	22	10	30	567	1302	15	10	10	10	10	10	741	58	10	10	10	10	38	15	10	10	10	249	10	113	33	15	10	10	39	45	10	19	10	103	10	10	10	24	43	10	10
"D87074_at"	158	87	10	10	10	10	125	10	32	10	10	74	232	119	10	43	17	53	10	10	183	162	44	10	43	128	44	31	10	10	69	10	10	80	143	99	218	105	10	33	241	314	21	29	313	10	14	288	10
"D87076_at"	772	636	767	10	266	91	10	227	10	328	457	10	270	204	10	10	170	267	10	1095	480	10	10	10	586	10	204	10	476	259	379	10	958	712	591	315	197	576	844	425	287	392	247	10	37	58	392	511	218
"D87328_at"	170	182	10	10	10	16	10	13	43	46	10	776	10	10	10	10	131	10	611	35	104	10	69	10	10	10	10	10	10	174	10	10	106	35	10	10	134	62	190	10	10	10	175	157	61	215	10	10	889
"D87432_at"	10	59	10	10	10	10	10	53	77	38	10	10	19	106	152	27	74	166	10	81	10	351	10	10	42	123	248	48	127	356	76	94	56	18	410	378	212	48	10	17	114	68	183	310	283	10	56	10	51
"D87440_at"	219	202	297	10	10	10	172	71	10	43	182	655	34	63	263	84	10	117	669	158	219	10	10	43	10	10	61	21	20	10	48	320	545	274	115	146	10	373	300	153	33	16	268	61	155	105	381	171	202
"D87443_at"	10	10	10	10	10	10	10	10	10	10	653	10	51	100	187	10	85	152	10	23	159	415	273	10	33	132	10	10	10	10	70	129	10	11	357	159	267	255	10	321	186	136	336	10	436	10	10	10	10
"D87444_at"	136	91	10	71	10	85	249	286	10	35	10	2179	28	222	10	219	10	10	544	189	33	10	245	49	91	158	10	10	63	34	310	195	109	358	613	395	62	557	176	604	1373	439	374	269	165	10	418	457	315
"D87463_at"	10	115	18	10	10	10	74	10	10	10	471	10	10	10	164	10	156	95	10	158	66	182	10	302	10	316	243	10	43	286	10	49	129	128	135	10	95	26	59	10	10	10	97	138	10	28	10	10	22
"D87468_at"	10	10	10	10	10	10	10	10	10	10	10	10	140	10	10	69	25	140	10	10	10	57	45	10	10	81	299	10	499	1651	10	122	10	11	10	10	10	10	10	10	240	10	739	72	331	29	10	196	10
"D87682_at"	128	135	173	125	10	146	10	10	111	10	10	125	48	10	122	128	103	10	10	153	10	55	112	10	150	10	10	10	10	10	192	451	179	84	378	49	321	10	229	271	353	111	130	185	176	10	167	10	457
"D87743_at"	14	127	10	74	10	120	135	42	75	21	311	1147	161	388	232	156	10	65	10	10	295	89	287	12	10	10	51	154	10	10	84	10	10	25	77	10	426	10	18	10	43	237	252	93	115	28	116	79	328
"D88532_at"	10	102	321	10	259	54	40	15	259	50	10	220	234	10	208	10	10	10	646	215	123	10	19	10	192	10	92	31	61	121	48	108	34	177	191	41	111	10	10	191	52	87	134	10	67	10	156	87	250
"D88799_at"	10	258	409	396	334	22	99	143	10	10	382	2191	166	69	162	10	286	114	687	10	336	40	42	629	38	202	248	10	241	10	10	116	24	10	102	10	10	100	180	51	10	39	17	144	63	166	10	10	10
"D89501_at"	10	72	10	123	379	191	97	54	10	64	104	10	126	10	488	164	42	140	10	53	10	10	109	15	10	10	10	50	10	427	49	14	86	32	101	80	86	54	29	74	60	42	75	10	63	39	91	295	41
"D90097_at"	10	65	215	2654	153	185	213	35	105	10	10	1184	235	150	313	25	103	120	10	45	10	10	24	45	10	107	192	44	23	62	39	40	10	36	72	130	217	10	296	10	10	32	127	136	129	10	172	284	10
"D90279_s_at"	10	10	10	10	10	10	10	10	506	194	10	10	10	10	10	10	488	379	259	78	10	336	14	10	10	10	10	10	201	10	204	10	10	247	256	181	10	10	10	121	10	54	15	135	298	187	10	10	111
"HG1019-HT1019_at"	232	207	317	263	434	10	260	495	303	162	10	10	10	47	545	125	42	288	10	10	10	259	313	720	10	10	33	101	10	349	10	10	67	80	245	10	233	149	211	10	285	132	148	589	334	10	10	10	10
"HG1067-HT1067_r_at"	10	10	10	1285	637	10	10	10	10	10	1175	10	10	10	10	10	868	908	10	10	10	771	10	10	10	10	10	10	10	498	10	10	10	182	448	10	10	10	10	125	10	10	10	10	10	1372	335	10	191
"HG1111-HT1111_at"	10	97	10	10	10	299	78	25	211	52	10	698	10	10	140	83	143	84	500	125	10	101	196	10	30	139	191	120	165	173	10	128	58	10	10	249	10	10	10	10	10	25	10	34	67	59	10	10	10
"HG1148-HT1148_at"	10	10	10	10	231	10	490	10	10	10	10	10	441	10	40	813	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1005	14	10	10	10	10	78	10	10	10	10	10	10	51	10	10	10	10	2568
"HG1227-HT1227_s_at"	8701	10	10	10	10	13	10	10	10	10	153	704	10	1300	10	12	10	10	10	10	825	10	10	10	272	10	10	10	10	756	10	10	2246	10	10	10	6814	1967	12	10	10	10	699	10	10	10	10	10	10
"HG1496-HT1496_s_at"	10	110	10	10	10	10	10	10	10	10	10	10	10	1932	62	55	10	10	10	10	10	10	10	10	10	10	10	10	186	10	10	10	10	10	10	10	10	10	10	10	1899	393	10	10	10	10	10	10	10
"HG172-HT3924_at"	199	24	86	59	10	10	10	83	95	118	822	10	10	68	183	93	169	76	10	132	196	141	20	195	36	100	10	171	64	10	10	10	10	81	39	23	74	54	10	72	10	77	10	10	10	127	130	10	21
"HG1733-HT1748_at"	162	10	325	17	168	152	106	208	52	10	10	658	75	30	139	111	10	281	227	155	99	15	10	536	10	198	66	14	28	776	121	122	10	130	110	138	10	52	101	10	10	10	214	10	10	77	335	10	208
"HG1763-HT1780_s_at"	1042	16000	1873	16000	93	10	1899	4338	478	478	16000	16000	314	123	138	194	971	9290	708	5284	748	16000	10	1263	44	308	62	64	15396	1372	4727	3032	1050	93	13713	7703	10	625	15835	16000	10	71	138	300	188	16000	188	228	133
"HG1783-HT1803_s_at"	56	10	13	10	149	170	182	78	10	16	10	10	80	112	21	18	10	10	827	33	10	10	16	10	10	31	165	10	79	168	40	32	48	27	62	55	121	10	265	63	94	38	37	17	34	49	72	58	76
"HG2147-HT2217_r_at"	505	72	328	909	1266	201	286	135	173	10	599	10	452	217	13	970	361	371	566	185	898	431	484	1125	563	720	522	652	558	1611	10	75	59	10	230	10	10	10	117	10	222	43	10	26	175	10	214	10	10
"HG2157-HT2227_at"	24	10	104	193	407	134	10	10	10	85	10	10	392	10	10	170	341	340	1529	120	10	10	225	101	10	10	173	427	10	1407	10	194	10	10	307	10	10	363	10	86	1815	10	10	120	66	15	71	10	10
"HG2239-HT2324_at"	206	10	531	404	1272	129	10	677	10	518	10	10	472	686	675	335	559	10	2980	176	10	279	116	10	48	364	483	213	280	10	10	10	10	10	10	10	10	130	10	472	10	10	10	17	10	646	410	64	434
"HG2259-HT2348_s_at"	10	605	10	10	10	1020	2121	917	10	299	10	10	725	478	736	80	10	10	10	10	10	760	943	10	10	1319	410	335	10	10	10	246	137	10	236	10	10	59	503	247	10	581	215	576	1355	10	505	10	10
"HG2348-HT2444_s_at"	102	10	10	10	251	10	10	10	110	10	2908	2200	30	10	48	10	10	10	994	92	974	124	10	10	342	10	10	192	132	1158	10	335	10	361	10	10	10	61	10	23	232	10	10	14	10	145	10	10	41
"HG2365-HT2461_at"	10	10	38	136	82	10	10	10	10	10	10	1494	55	117	10	10	10	10	10	10	316	122	52	10	10	10	10	149	10	10	10	52	10	10	109	26	77	83	10	99	58	105	38	187	10	10	118	161	159
"HG2380-HT2476_s_at"	10	10	10	10	10	10	10	10	10	10	1534	2571	88	11	77	73	286	10	12	156	10	13	10	185	10	340	10	10	267	142	10	141	10	10	153	155	10	10	10	10	106	10	10	124	22	165	10	10	10
"HG2530-HT2626_at"	2269	40	329	113	10	165	10	202	176	10	10	10	10	10	14	18	10	79	10	94	247	77	10	173	88	10	10	56	88	104	333	82	62	173	36	46	10	85	10	244	10	125	10	10	10	70	50	97	10
"HG2566-HT4792_r_at"	10	10	10	10	10	10	10	10	10	10	2946	16000	10	10	10	10	2714	10	10	10	206	10	10	10	10	10	10	10	10	10	10	10	10	100	10	10	10	10	10	151	10	10	10	10	10	795	10	10	10
"HG2602-HT2698_at"	10	10	335	72	12	251	16	10	31	55	557	20	117	100	115	48	138	194	10	10	237	13	115	358	259	10	64	26	10	10	57	313	15	157	10	10	207	10	10	10	44	10	10	191	110	75	53	252	10
"HG2649-HT2745_s_at"	36	10	43	40	10	194	49	10	10	10	10	10	248	59	10	129	170	16	1250	71	10	10	10	331	10	38	14	84	10	335	10	318	10	10	10	23	302	10	10	10	57	54	129	231	172	146	98	10	215
"HG2663-HT2759_at"	10	10	10	10	10	24	10	89	158	60	10	1673	122	117	121	10	10	10	10	10	98	72	145	10	10	10	10	10	39	618	38	122	105	60	67	35	10	10	10	10	34	87	140	21	10	39	228	103	25
"HG2689-HT2785_at"	10	10	64	10	10	10	10	10	115	10	10	10	82	10	10	10	10	15	1131	10	10	10	10	10	10	10	10	10	521	1375	10	10	10	10	10	10	10	10	10	28	10	111	10	10	10	10	10	10	701
"HG2724-HT2820_at"	10	10	10	10	10	52	10	10	10	412	10	10	10	10	10	10	10	10	137	10	10	10	218	10	10	10	10	10	10	10	10	113	10	13	10	10	10	10	10	10	10	10	10	713	10	674	521	10	3001
"HG2730-HT2828_s_at"	11	10	24	10	128	38	10	10	10	40	424	1707	10	10	78	10	10	74	957	18	10	15	63	25	10	10	10	10	10	10	15	42	10	10	10	37	66	10	39	10	10	10	27	35	27	10	23	10	10
"HG2743-HT3926_s_at"	63	56	10	10	10	386	38	33	56	195	10	601	203	201	115	120	89	165	10	21	89	38	58	10	10	10	286	10	33	58	44	10	10	80	10	10	12	26	10	10	10	159	127	74	203	23	155	93	37
"HG2755-HT2862_at"	108	113	255	26	1823	2183	220	539	378	163	10	20	328	602	2040	517	28	234	308	75	11	350	365	1011	174	159	291	448	10	10	1199	84	85	822	444	568	3806	10	10	10	1156	1477	3080	1073	728	10	1415	613	183
"HG2796-HT2904_at"	243	142	202	334	814	120	320	137	282	187	10	832	99	230	203	302	200	200	1006	255	267	176	142	296	207	223	130	195	116	10	10	10	106	10	10	104	15	152	67	10	10	10	117	16	93	190	10	11	150
"HG2841-HT2970_at"	10	35	10	73	63	83	44	29	10	125	152	408	52	130	22	10	10	198	830	10	10	99	90	112	46	10	82	40	34	388	48	62	81	64	24	143	10	10	72	39	10	41	41	177	17	27	90	55	10
"HG2850-HT4814_s_at"	10	116	10	121	399	54	15	10	140	222	380	1095	66	10	16	138	10	262	10	139	10	10	10	272	10	10	101	10	10	493	10	129	10	10	10	62	20	88	86	10	32	10	10	93	87	10	11	279	184
"HG2936-HT3080_at"	128	10	10	23	10	130	52	74	96	88	262	929	48	59	18	47	149	83	996	35	224	102	10	99	10	46	10	10	10	90	56	10	10	31	26	207	484	33	20	10	97	11	14	50	25	63	64	327	78
"HG2981-HT3125_s_at"	259	1704	230	93	10	181	2415	371	270	142	203	10	406	597	621	302	151	105	701	519	191	28	44	10	65	113	207	407	409	38	115	24	154	46	41	225	397	394	1238	10	10	224	1277	16	10	23	372	10	220
"HG2981-HT3938_s_at"	10	1060	10	10	10	10	1225	140	447	10	736	10	173	10	261	10	10	10	10	931	10	10	10	10	10	10	10	21	10	10	10	10	10	13	10	10	185	101	59	10	10	55	467	58	10	10	178	10	160
"HG2992-HT5186_at"	176	109	470	119	739	510	10	10	10	10	10	197	10	44	190	10	764	400	972	381	60	10	207	105	10	35	393	62	10	10	139	232	194	10	10	80	473	10	429	45	10	196	168	34	186	10	396	428	78
"HG2999-HT4756_s_at"	46	10	10	10	175	10	180	21	10	90	63	10	90	144	43	77	373	138	419	54	10	109	50	239	10	108	79	10	121	931	35	102	10	34	32	52	88	145	32	10	10	10	10	68	67	91	72	96	58
"HG3105-HT3281_s_at"	25	49	143	10	10	10	27	172	20	10	356	117	10	10	10	10	192	151	723	95	100	72	60	10	13	10	10	64	79	56	73	24	72	136	116	165	79	13	10	133	147	12	37	22	10	27	102	46	159
"HG3141-HT3317_f_at"	101	10	10	10	10	10	10	27	10	10	10	10	1857	10	10	227	102	10	326	94	10	10	10	10	84	10	10	10	10	10	10	10	10	10	10	10	10	10	10	268	10	500	10	10	10	10	236	10	159
"HG3187-HT3366_s_at"	341	13	10	138	10	10	10	94	167	10	22	4146	100	199	138	148	10	10	10	416	190	10	76	10	265	391	206	51	82	10	29	144	457	205	161	866	137	630	630	264	17	37	49	125	190	22	159	147	85
"HG3231-HT3408_at"	10	101	238	100	719	10	10	10	98	95	10	642	10	178	10	179	432	580	551	10	87	10	10	10	321	63	227	10	104	166	125	166	10	138	10	43	253	225	10	198	132	76	10	164	190	189	10	10	99
"HG3242-HT4231_s_at"	37	10	151	347	148	259	12	156	10	21	371	375	10	106	10	10	594	10	635	10	10	121	10	10	126	10	63	10	70	1130	25	10	61	10	10	10	91	10	10	10	10	10	10	10	10	10	10	10	10
"HG3344-HT3521_at"	141	22	290	63	290	10	82	81	10	10	630	4215	136	10	224	161	95	138	632	108	612	10	10	10	10	10	252	13	10	10	345	10	262	349	123	80	613	152	353	182	198	266	145	190	128	154	316	378	129
"HG3432-HT3618_at"	338	425	474	935	387	527	240	424	10	90	10	10	202	161	32	10	463	30	876	117	111	10	83	16	191	171	99	10	143	326	10	10	19	51	96	10	23	59	241	367	12	137	73	336	284	115	280	10	110
"HG3432-HT3621_at"	22	10	10	76	181	19	149	10	10	108	425	1037	67	10	89	17	212	112	10	10	279	180	15	29	10	47	288	42	44	288	179	128	108	195	80	86	30	77	10	10	828	117	73	88	84	10	76	297	330
"HG3495-HT3689_at"	171	10	10	103	10	10	10	10	10	10	10	567	40	147	10	10	10	10	266	10	420	48	10	10	10	10	10	10	10	50	213	10	10	10	10	82	538	11	99	70	358	39	10	10	10	10	10	10	49
"HG3502-HT3696_at"	74	158	210	159	160	78	94	93	10	117	409	10	10	10	10	114	21	39	10	364	320	180	126	10	185	258	15	146	10	1935	77	209	146	122	10	10	10	165	29	266	99	43	10	107	61	147	29	55	10
"HG3513-HT3707_at"	10	44	10	31	60	10	10	22	36	10	527	993	33	10	10	44	75	85	10	23	274	10	16	69	74	33	10	40	106	391	64	39	81	34	21	75	10	33	21	10	66	23	64	10	10	60	52	11	10
"HG3570-HT3773_at"	10	10	10	10	268	10	218	10	383	100	10	395	10	10	586	10	10	10	1678	10	10	10	187	10	10	10	10	10	10	10	298	382	10	108	10	64	10	10	332	170	73	45	175	10	10	10	599	10	444
"HG3730-HT4000_s_at"	113	10	10	10	24	190	10	97	10	10	10	10	359	199	10	436	127	98	10	90	231	10	330	24	88	91	10	215	253	1151	10	61	110	308	249	18	57	318	130	323	254	195	155	10	324	179	57	32	10
"HG3731-HT4001_at"	10	10	10	98	10	21	1764	10	10	10	10	10	73	484	10	638	10	10	10	10	10	10	148	58	10	10	10	10	10	10	53	10	10	10	136	10	10	10	10	10	10	590	10	10	2021	74	10	143	10
"HG3748-HT4018_at"	805	407	556	48	10	11	585	195	407	19	63	2241	107	71	60	325	330	377	10	961	141	10	186	10	60	179	217	10	822	10	465	185	2864	5265	703	665	80	3394	217	1162	10	122	529	18	10	201	312	537	731
"HG3872-HT4142_at"	198	10	10	10	62	267	1143	10	10	10	71	10	10	1820	10	518	26	299	10	76	10	10	10	126	10	10	111	10	10	10	66	87	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	73	10
"HG3884-HT4154_at"	10	10	10	10	10	10	451	10	20	10	1305	359	10	123	10	186	336	295	336	10	15	10	10	10	10	139	10	60	10	709	10	10	10	193	10	10	10	42	10	210	183	161	10	10	372	95	153	412	511
"HG3893-HT4163_at"	243	49	77	199	10	66	64	16	56	73	39	10	10	10	14	10	91	147	10	296	10	44	125	10	46	248	25	43	70	10	73	212	50	60	27	161	326	10	85	206	17	127	76	10	10	10	85	276	130
"HG3914-HT4184_s_at"	237	10	292	10	62	10	92	389	195	10	10	10	442	286	42	289	728	479	1191	10	10	79	224	519	201	251	471	506	255	10	10	266	152	89	194	79	176	140	166	218	119	10	515	530	708	261	10	10	102
"HG3921-HT4191_f_at"	106	176	10	170	10	418	10	171	10	10	10	5154	10	10	165	10	1360	197	10	900	10	117	479	170	10	90	441	10	806	391	436	289	10	561	388	158	181	10	10	442	144	121	190	10	226	302	237	182	219
"HG3925-HT4195_s_at"	51	10	10	10	10	10	74	412	10	10	614	1187	164	10	15	10	10	10	10	21	10	10	10	10	10	10	10	10	17	10	247	10	10	223	233	253	78	199	356	89	171	203	183	10	10	72	10	10	373
"HG3928-HT4198_at"	10	10	10	10	10	10	10	10	10	10	10	16000	10	10	10	10	879	241	2427	10	397	10	10	10	10	10	865	71	10	6388	10	10	10	10	10	10	10	359	10	10	306	10	10	10	10	701	10	118	20
"HG3936-HT4206_at"	33	233	136	445	531	187	10	56	109	59	10	10	168	213	186	142	68	200	10	10	304	88	70	149	311	10	122	11	14	10	545	10	133	208	383	215	10	10	197	346	269	178	208	10	260	359	186	182	293
"HG3945-HT4215_at"	10	10	10	10	10	36	417	167	544	629	10	10	320	202	2489	381	68	147	156	10	10	415	1690	10	10	991	638	288	95	10	120	337	36	167	10	29	348	10	10	10	181	960	12	168	409	132	488	10	10
"HG3954-HT4224_s_at"	426	73	15	234	54	347	330	215	66	10	10	10	10	16	174	13	62	10	10	168	426	10	126	589	133	75	171	257	103	10	26	65	234	10	47	92	82	10	358	10	191	93	49	141	16	10	33	113	263
"HG3987-HT4257_at"	130	429	10	1059	2110	674	10	10	10	10	202	10	452	206	948	266	908	937	734	10	836	1179	109	1824	883	10	984	378	804	3139	10	142	10	216	516	10	602	659	10	162	411	370	403	20	316	358	10	39	10
"HG3991-HT4261_at"	298	10	124	10	10	10	10	10	10	10	10	10	318	10	10	18	329	10	299	11	10	10	10	172	10	91	62	10	39	438	10	266	10	88	359	10	10	799	10	11	89	173	10	10	125	229	10	10	10
"HG3992-HT4262_at"	10	10	10	10	135	10	10	10	10	10	1689	937	10	10	10	94	10	10	203	10	10	10	80	10	10	10	107	10	10	10	10	10	10	10	10	10	10	10	10	13	10	10	10	10	10	10	10	10	10
"HG3998-HT4268_at"	332	441	392	358	651	263	18	255	44	95	10	10	10	237	10	10	33	10	10	10	10	10	10	10	129	394	10	212	26	10	10	10	10	111	62	95	44	54	104	23	10	10	20	149	10	148	10	10	53
"HG4051-HT4321_at"	10	135	96	381	689	208	60	14	64	56	10	10	150	80	288	165	10	139	10	28	10	43	43	453	158	107	55	20	44	10	10	10	10	34	10	10	277	10	89	49	10	10	74	10	10	10	10	22	10
"HG4068-HT4338_at"	141	10	318	80	10	45	10	10	339	97	3171	4197	54	10	145	95	430	104	12	390	1251	118	10	675	817	186	10	474	311	2893	10	335	242	182	10	294	10	338	194	192	491	10	44	406	10	141	259	10	408
"HG4115-HT4385_at"	200	127	219	170	17	10	118	10	98	10	10	10	174	292	190	32	244	323	10	10	10	10	39	10	10	10	207	10	250	10	22	10	138	31	19	38	422	30	10	120	10	74	503	285	485	306	10	87	147
"HG415-HT415_at"	18	524	10	10	10	10	10	10	10	10	1258	3654	10	221	10	10	10	220	3101	95	10	10	10	10	65	10	10	10	10	618	68	10	10	18	10	10	145	10	10	10	10	10	179	10	10	10	10	10	10
"HG4165-HT4435_at"	10	105	69	10	98	58	46	126	10	10	10	2346	50	10	10	10	10	10	10	10	10	10	31	10	10	10	116	10	10	10	41	10	10	99	112	62	10	10	60	126	10	28	111	10	115	47	10	157	10
"HG4178-HT4448_at"	151	191	10	375	438	230	221	302	529	202	1210	2312	211	10	183	246	397	353	1193	56	10	327	415	494	139	10	10	321	111	10	37	69	10	33	55	10	10	10	10	23	10	59	77	192	77	427	10	137	288
"HG4234-HT4504_at"	28	76	10	149	485	75	294	91	129	80	982	2460	89	113	218	10	273	162	170	220	646	10	10	10	101	169	323	116	106	840	84	148	126	81	10	139	177	61	10	10	10	17	14	132	83	193	345	411	95
"HG4258-HT4528_at"	74	10	10	10	10	10	10	10	10	10	838	1718	118	10	10	10	311	10	264	10	10	10	10	10	10	10	10	10	94	1192	10	10	10	85	10	10	10	10	10	10	10	10	10	10	10	10	13	52	132
"HG4321-HT4591_at"	28	10	34	10	10	10	10	18	10	10	1468	758	10	10	10	10	10	10	306	10	10	10	10	10	80	10	10	10	55	177	10	10	10	10	10	14	10	10	10	10	37	10	10	10	10	10	10	62	24
"HG4390-HT4660_at"	39	61	174	10	10	271	50	102	82	10	10	10	16	81	22	97	241	282	10	10	111	99	148	173	10	10	168	30	10	141	145	338	10	34	101	570	10	140	529	209	119	203	144	205	186	10	52	95	297
"HG4460-HT4729_at"	10	10	10	130	296	676	1319	38	10	407	2755	343	10	392	10	2489	205	121	10	10	127	10	181	222	10	10	10	17	322	260	10	55	10	10	10	10	54	61	10	10	10	238	10	10	387	105	10	332	10
"HG4480-HT4833_at"	10	10	72	10	10	10	10	105	302	347	10	10	19	91	1496	85	395	298	10	10	56	194	659	10	10	10	99	254	525	10	87	10	10	235	37	187	10	10	10	10	82	367	349	207	329	10	101	57	266
"HG4638-HT5050_at"	10	10	10	10	10	10	81	650	160	195	10	10	449	533	410	10	978	324	10	2533	1198	10	3026	1237	1516	540	1752	207	1840	329	19	1363	1582	620	475	247	1540	1025	10	1308	609	2244	2235	4286	1713	1783	721	1352	1015
"HG4662-HT5075_at"	583	10	1128	138	205	10	458	10	10	10	10	10	10	164	10	430	10	10	10	629	10	341	324	10	464	943	112	10	318	10	10	10	10	159	150	10	53	61	10	10	10	154	10	190	220	10	10	353	70
"HG4677-HT5102_s_at"	346	730	356	520	163	83	126	282	449	59	6579	7411	140	24	256	37	416	312	10	10	534	104	25	301	570	123	350	26	371	10	649	565	174	322	76	330	181	431	87	10	447	26	139	420	10	345	100	68	564
"HG4679-HT5104_at"	677	449	46	650	10	29	10	10	10	42	1180	534	10	10	10	10	10	279	460	177	10	10	71	10	115	10	115	10	94	34	293	610	10	463	44	10	10	89	27	679	10	17	10	10	10	70	35	10	230
"HG4724-HT5166_at"	138	135	151	10	10	10	166	206	10	166	10	10	10	10	10	10	10	10	1066	292	183	30	10	10	103	161	59	10	10	10	13	10	263	10	10	10	206	118	198	196	25	21	10	10	147	34	234	138	146
"HG4747-HT5195_at"	309	10	10	10	10	10	188	651	10	10	313	594	46	10	10	127	10	10	10	10	10	10	22	10	10	77	89	10	162	10	10	10	10	121	10	10	10	10	35	119	10	100	28	10	188	181	10	10	10
"HG4749-HT5197_at"	10	129	10	66	10	143	648	10	10	168	10	10	10	10	16	444	207	199	791	99	202	55	431	597	10	432	10	249	198	1390	205	171	10	175	10	233	10	107	216	10	10	233	25	10	10	122	24	577	30
"HG4755-HT5203_s_at"	653	181	581	1302	162	60	10	399	190	10	303	1201	10	118	10	10	101	167	10	945	251	52	10	10	10	10	10	15	37	137	122	10	86	920	318	241	10	284	351	37	620	10	78	10	10	43	76	116	1234
"HG4757-HT5207_s_at"	216	136	130	10	459	21	10	10	10	10	754	1321	10	10	134	12	34	10	799	10	10	115	221	349	10	453	116	10	10	322	18	10	10	170	10	10	10	62	10	110	230	91	10	10	69	10	10	344	545
"HG537-HT537_at"	24	10	195	11	622	10	139	221	298	324	10	602	10	216	10	341	209	10	666	11	477	194	204	66	326	32	10	406	10	2566	134	147	10	10	10	337	119	10	10	113	116	181	10	68	10	13	119	144	28
"HG544-HT544_at"	10	10	749	24	10	10	10	792	10	126	10	10	2091	571	10	529	10	10	10	10	10	290	10	10	10	10	2324	2346	173	10	10	10	333	10	10	342	894	10	85	10	10	119	649	10	10	2330	10	10	10
"HG620-HT620_at"	112	10	42	14	405	266	10	10	70	31	10	448	18	38	67	19	435	113	343	71	357	19	29	243	10	260	10	10	10	241	219	10	79	49	100	143	112	63	10	10	10	10	85	52	119	191	10	37	98
"HG651-HT5209_s_at"	192	220	86	10	10	10	10	196	10	10	1239	656	10	10	10	10	44	401	10	371	264	10	10	40	182	10	290	10	10	10	10	10	333	132	10	10	10	126	117	139	10	10	10	180	10	10	276	10	10
"HG732-HT732_at"	10	10	73	10	377	101	10	10	10	189	14	644	10	92	10	70	288	63	1070	10	127	10	85	312	44	31	10	10	83	33	37	133	40	25	10	76	46	10	10	65	39	10	10	214	10	104	217	10	10
"HG742-HT742_at"	10	87	10	53	165	10	170	10	10	10	10	10	39	340	243	10	10	80	1400	10	33	10	28	10	10	415	140	13	10	383	10	10	10	10	133	53	10	10	10	10	10	186	10	10	293	27	10	10	10
"HG870-HT870_at"	75	10	155	61	648	10	104	87	10	88	10	899	115	10	120	10	10	10	409	10	20	187	25	215	205	253	154	10	37	10	10	132	13	10	42	10	149	52	10	29	74	10	71	10	18	10	10	10	45
"HG880-HT880_at"	1052	58	1097	2007	2233	475	420	65	10	10	10	10	1212	821	675	884	46	1119	3511	10	10	218	606	992	476	872	238	370	10	10	211	110	77	10	477	298	880	520	10	229	111	1433	388	177	622	1370	82	464	165
"HG909-HT909_at"	214	10	198	10	172	175	139	10	10	10	995	10	10	10	77	293	10	128	10	195	327	10	294	10	314	202	291	10	456	10	10	106	268	10	10	10	10	10	306	21	10	10	238	536	10	101	10	180	10
"J00116_s_at"	10685	10	10	10	10	117	10	10	10	10	221	626	10	3484	10	10	10	10	10	10	1663	10	10	10	384	10	10	10	10	466	10	10	3399	10	10	10	14144	3548	10	10	10	68	1397	10	10	10	10	10	10
"J00220_cds4_at"	226	10	119	10	10	10	10	10	10	10	10	10	12	10	10	10	10	10	1300	37	181	46	10	10	10	10	10	10	10	404	100	10	10	109	55	10	10	65	34	10	228	10	10	10	10	319	56	47	187
"J02843_at"	16	10	12	10	76	10	126	10	11	53	407	536	58	10	81	10	34	138	592	10	102	73	56	95	10	10	295	10	67	10	10	156	10	10	38	43	177	10	123	62	10	10	12	10	10	10	10	10	10
"J02871_s_at"	10	140	167	10	10	381	244	144	273	56	101	830	71	107	10	10	634	10	567	102	252	1030	62	193	167	10	31	10	102	10	445	10	773	42	446	100	145	809	2287	10	42	33	31	10	42	122	137	10	106
"J02874_at"	62	78	60	45	70	10	53	57	1213	3447	10	10	25	10	11	10	34	678	294	304	997	193	10	164	168	110	93	10	10	437	10	67	23	1026	320	404	61	10	921	73	95	10	79	28	36	95	196	222	10
