	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"31738_at"	239.9	212	88	325	43	452	156	305	10	52	156	438	661	10	10	10	157	59	1423	10	272	391	108	81	220	179	240	10	10	10	10	184	464	84	118	10	141	359	174	567	740	224	181	283	560	238	614	10	247	10	10	44	458	792	337	295	10	329	10	715	10	10	10	10	263	932	643	697	401	10	268	56
"31740_s_at"	10	10	10	204	1160	972	10	1941	10	817	741	10	775	795	1060	286	1291	10	10	1252	434	10	10	10	10	10	15	54	130	10	10	10	10	1216	10	869	1770	10	1193	1678	2298	1838	1006	669	666	10	510	10	246	299	1471	672	1203	1307	1799	1225	1100	1741	1824	2905	4219	830	2363	3078	10	1708	1663	755	17	1297	133	10
"31743_at"	72.2	13	10	10	189	35	212	233	157	10	10	10	72	10	68	10	10	145	45	13	337	25	182	146	10	31	35	10	10	10	10	168	10	182	10	10	10	207	10	10	75	25	71	226	67	164	10	63	10	10	184	108	10	10	82	166	83	138	81	73	45	10	259	293	122	186	34	148	26	10	70	10
"31749_f_at"	453.6	10	10	10	10	79	10	10	172	10	10	10	10	100	10	10	10	1188	10	10	10	10	10	2612	10	293	10	10	10	10	771	476	565	10	1128	10	10	10	10	10	10	10	10	823	10	10	10	10	10	10	127	10	10	10	10	10	10	10	10	10	871	10	10	10	10	10	10	10	10	10	10	10
"31750_at"	138.7	181	10	10	58	327	23	10	316	10	10	10	10	862	10	10	10	897	10	10	10	96	10	326	10	132	223	10	10	10	268	508	10	10	188	247	10	190	52	10	10	10	10	702	10	79	10	11	10	10	35	246	26	10	10	10	174	76	10	10	10	10	10	10	48	116	10	67	10	10	10	10
"31751_f_at"	1371.5	519	166	262	151	2758	56	24	1552	10	355	435	380	3687	10	10	309	3680	294	34	1610	557	512	6341	453	1350	1083	10	10	100	3535	1404	477	186	3027	2052	28	124	1809	264	13	10	10	1564	10	40	10	10	10	10	133	180	60	10	10	10	10	11	10	10	10	10	10	10	56	10	10	122	38	287	10	690
"31763_at"	84.9	59	10	10	202	10	268	197	10	302	3506	87	10	3485	10	10	10	10	10	355	284	81	10	150	61	10	49	196	10	113	10	27	158	193	10	10	10	75	132	157	89	10	157	147	10	25	94	10	99	87	10	10	94	137	302	68	41	110	10	378	10	10	181	10	10	42	118	172	10	280	30	92
"31766_s_at"	10	53	137	10	10	127	57	10	145	20	104	10	10	10	202	10	10	10	10	67	193	431	10	10	145	82	10	10	142	113	105	10	257	10	87	149	10	10	86	324	17	10	10	10	440	171	43	10	139	105	252	10	79	65	10	95	19	477	10	10	10	10	160	390	68	231	10	10	233	116	10	10
"31782_at"	1187	160	352	121	535	420	1007	370	161	10	1274	365	283	3000	46	1190	1377	604	119	4116	185	220	1677	145	52	94	10	56	71	73	14	10	45	129	46	173	93	229	137	213	10	238	163	178	10	10	1847	84	125	14	10	127	10	111	99	10	232	135	201	74	183	10	10	156	32	10	23	10	128	10	103	79
"31785_f_at"	106.7	10	10	10	330	10	51	40	80	10	527	10	10	10	162	10	185	10	10	383	10	10	242	10	239	10	10	10	174	10	10	10	153	10	10	189	202	10	223	10	427	636	10	10	269	10	10	18	10	379	10	10	10	10	10	10	347	10	1203	444	10	10	10	158	10	173	10	217	10	10	1865	1877
"31908_at"	44.6	201	81	26	84	65	108	218	136	10	145	82	10	130	10	54	160	41	87	10	232	189	119	35	71	257	174	10	10	10	10	47	302	44	114	224	101	10	137	114	207	10	95	196	224	241	103	26	37	10	10	21	83	10	10	10	244	475	134	10	194	116	254	10	99	105	267	141	106	18	260	10
"31914_at"	58	121	10	14	168	10	22	10	10	10	10	10	186	38	62	10	327	10	10	191	10	10	10	87	81	10	140	10	10	10	10	10	10	10	14	43	75	10	134	10	136	24	10	123	231	10	10	221	65	178	136	10	256	10	151	184	72	10	10	339	191	623	366	92	10	197	492	228	10	10	51	34
"31916_at"	10	14	10	85	84	10	124	10	172	216	103	147	71	211	109	10	158	32	133	61	232	20	81	66	22	62	155	64	57	69	10	10	10	92	103	22	147	80	160	10	10	25	10	95	452	137	27	11	21	10	84	10	86	10	72	154	10	10	268	188	10	36	10	10	71	344	104	10	10	40	14	10
"31920_at"	161.4	294	10	10	335	228	158	250	326	77	401	25	162	319	10	10	10	139	82	321	288	448	257	236	162	184	235	10	10	10	122	273	39	310	246	185	28	10	451	367	380	10	376	315	10	142	110	10	10	10	150	10	39	163	117	135	429	252	10	388	10	10	10	197	92	10	138	10	248	10	125	10
"31922_i_at"	90	62	10	10	199	89	10	18	50	377	10	48	31	125	10	10	98	79	138	527	314	113	137	231	71	10	181	35	10	10	107	205	10	122	78	10	10	108	239	114	113	10	166	205	56	53	237	88	243	10	10	166	179	175	297	101	227	146	10	124	10	10	35	10	148	59	99	152	73	332	191	10
"31927_s_at"	10	181	10	10	1503	10	389	307	10	10	28	302	916	10	10	10	10	27	396	180	10	62	10	37	1084	793	747	154	10	518	462	213	10	10	68	275	1034	10	10	10	557	10	232	16	218	10	210	528	10	31	666	70	63	441	10	10	10	10	209	10	10	528	10	50	10	10	10	41	416	10	494	190
"31931_f_at"	10	48	10	159	744	483	231	4326	513	894	484	221	1378	661	10	416	10	146	1237	10	3708	10	286	88	32	229	10	372	372	79	514	345	10	411	669	689	10	563	10	84	10	112	38	686	3903	288	10	10	10	637	548	31	1595	10	10	674	1257	10	1788	10	10	10	825	959	10	7235	10	7250	10	10	631	10
"31938_g_at"	17.6	61	53	31	10	10	10	10	10	165	10	10	10	10	766	30	361	10	33	56	38	10	10	118	61	10	10	58	222	78	10	123	71	40	85	10	10	138	10	578	144	18	22	27	10	23	51	90	10	10	10	22	18	62	10	10	139	10	348	10	10	17	10	10	10	239	169	47	47	73	10	95
"31947_r_at"	10	3522	10	250	93	861	10	2821	10	3761	845	1577	3722	1959	1037	10	6788	10	10	1908	2516	10	10	10	10	10	3767	10	10	10	10	10	10	3814	10	2476	6897	10	6006	4571	8816	3804	1755	3420	6924	10	7099	2436	1174	2950	3422	10	4857	7035	3818	7677	10529	5860	9261	10696	14120	10	11778	9674	10	10603	8672	10286	4132	1945	3347	1920
"31960_f_at"	206.7	10	203	10	144	100	82	151	235	10	316	10	10	73	10	10	10	78	300	61	106	115	10	181	61	62	252	10	10	10	225	176	83	272	10	404	10	10	114	92	10	68	10	42	329	254	24	10	60	10	189	90	77	72	172	262	115	312	110	574	28	10	450	10	141	359	132	10	10	72	409	68
"31965_at"	10	10	10	10	10	10	10	10	10	1223	380	10	10	10	10	58	10	10	10	600	10	10	10	10	290	397	1037	459	10	909	920	10	10	10	10	313	195	10	268	860	10	2291	655	1216	699	10	10	61	10	496	10	10	10	490	10	10	10	10	10	10	1657	814	290	10	10	1052	813	262	10	10	389	10
"31974_at"	34.3	946	10	225	1623	550	291	2374	10	541	1150	788	577	321	1132	962	514	10	10	10	1701	262	10	10	266	10	10	10	500	723	1168	303	10	1063	1524	965	1419	1103	1501	553	1627	1781	10	914	255	1265	1780	2014	431	10	220	10	982	1442	10	1156	274	709	1128	1730	2741	991	3360	365	10	67	541	599	309	171	748	393
"31977_at"	10	101	10	49	189	231	121	10	10	566	616	10	10	10	10	20	283	195	10	10	10	353	213	10	10	10	10	10	10	10	10	32	10	10	273	10	10	107	10	10	30	214	10	10	530	10	10	501	10	10	10	249	146	10	1269	405	10	1095	968	847	69	28	10	1198	137	1003	339	10	319	931	10	548
"31978_at"	155.5	10	10	10	475	387	179	236	147	10	76	303	1014	10	10	10	141	10	170	10	323	10	10	10	133	200	10	16	220	10	401	102	267	353	283	74	10	110	249	175	367	106	10	10	475	323	10	144	10	10	10	56	89	111	10	28	378	540	10	157	479	10	55	10	10	17	10	717	72	10	326	224
"31979_at"	915.4	131	200	10	675	10	140	10	10	10	10	10	1199	10	10	10	10	10	10	335	356	224	108	60	10	666	10	710	10	559	578	288	511	1370	517	697	194	55	606	172	764	10	30	10	10	443	489	10	10	10	10	10	10	10	190	571	10	10	10	10	10	782	437	1277	10	279	10	73	10	10	10	10
"31987_at"	490.5	91	111	634	10	242	45	10	10	10	37	61	273	276	10	30	10	10	105	218	69	32	10	50	10	10	59	10	10	20	10	10	155	441	84	10	10	111	73	34	10	24	10	158	300	10	390	10	10	10	10	165	10	333	34	10	10	179	10	164	10	10	61	10	10	410	419	23	10	10	207	10
"31992_f_at"	291.8	10	10	67	10	1058	10	10	430	10	10	370	10	875	10	10	10	1501	10	10	472	10	10	3472	71	568	445	10	10	32	861	1277	222	10	1533	367	10	10	124	10	10	10	10	2593	10	10	10	10	10	10	10	609	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	80
"32002_at"	10	225	10	10	264	68	10	10	10	10	10	10	511	52	10	10	108	10	153	10	10	216	224	10	137	10	10	375	10	10	10	342	10	10	139	10	211	10	552	10	484	10	10	10	10	10	584	1042	578	546	1202	10	1174	585	1163	318	521	964	1128	89	10	309	10	628	450	974	622	1349	1116	667	1560	400
"32012_at"	103.9	89	650	10	84	135	74	22	10	10	22	74	279	43	88	10	10	22	209	210	66	258	248	10	432	261	10	10	40	213	58	10	276	234	52	10	14	10	272	419	130	151	60	18	59	500	971	10	133	10	10	10	10	36	10	54	86	10	10	10	10	576	543	10	10	462	83	28	304	167	26	10
"32024_at"	10	30	10	45	49	102	10	10	112	71	10	38	10	221	10	10	91	62	75	124	10	61	83	10	10	14	30	27	69	10	10	66	165	166	155	10	10	30	167	10	186	10	210	69	10	10	118	10	10	10	176	80	70	804	133	99	93	243	10	256	10	10	186	17	102	239	166	139	149	106	46	10
"32383_at"	18.2	140	20	10	88	110	53	77	90	49	261	10	10	133	10	10	10	104	89	331	57	58	29	10	89	10	10	10	10	10	10	138	10	28	167	153	70	85	171	309	250	59	291	165	32	241	110	10	10	10	151	10	43	577	379	311	166	435	10	161	10	42	433	126	10	535	321	302	184	365	389	444
"32387_at"	437.6	182	210	10	488	10	10	20	10	10	10	10	205	10	10	10	10	10	10	10	10	177	10	59	158	88	10	14	138	96	259	10	10	461	202	284	374	10	384	10	565	10	10	10	10	208	574	367	324	319	924	82	10	10	19	342	481	10	10	641	400	79	409	606	10	388	10	153	569	10	885	568
"32391_g_at"	86.9	142	145	10	10	268	71	369	10	429	366	180	211	10	10	10	10	10	411	10	76	10	128	102	150	52	10	10	10	202	295	10	175	10	40	10	10	76	10	10	10	10	10	10	10	140	10	10	10	10	10	10	10	10	79	10	10	19	10	10	10	223	10	10	31	10	218	10	10	207	10	10
"32397_r_at"	308.7	184	171	135	293	189	319	426	305	577	280	10	73	261	10	248	130	271	395	477	313	444	10	171	142	245	327	173	306	99	305	162	53	215	57	444	580	10	175	230	381	179	329	104	10	28	10	39	10	10	160	152	276	10	10	10	10	77	10	96	228	10	10	10	10	269	10	10	169	10	321	10
"32400_at"	10	10	46	29	10	10	10	10	10	10	10	10	10	69	324	10	10	10	10	10	10	10	10	10	69	61	10	10	52	10	10	10	133	255	10	71	283	10	10	10	541	52	508	10	17	10	10	10	10	10	175	318	10	10	10	10	10	10	381	85	229	79	322	383	19	115	108	151	189	10	24	10
"32402_s_at"	190	283	13	10	685	291	214	10	131	10	123	10	10	355	10	10	209	35	219	645	204	457	368	10	56	30	674	10	10	10	10	303	10	191	10	389	304	10	149	571	971	10	170	184	107	168	99	313	115	10	395	20	333	619	827	265	65	10	10	59	10	238	398	242	450	219	327	10	385	215	197	10
"32409_at"	10	10	1047	10	10	10	10	415	10	10	10	10	547	10	454	10	10	10	10	180	10	10	10	10	10	10	64	514	10	582	130	359	10	10	15	68	10	10	10	249	10	10	56	10	51	10	10	1692	1251	284	112	10	110	10	10	10	10	361	16	10	10	10	10	10	10	168	10	173	799	10	454	567
"32422_at"	23.8	208	10	10	10	10	10	10	10	10	155	10	10	10	10	10	10	196	10	191	10	189	10	10	10	10	10	10	10	25	10	10	10	10	10	10	921	10	10	10	415	10	417	156	167	111	282	10	10	10	10	267	351	515	312	353	283	514	10	1104	10	86	10	10	10	10	482	427	10	424	10	548
"32423_at"	10	82	10	10	265	245	117	23	207	380	181	69	35	116	30	335	266	20	217	258	146	10	88	76	10	35	41	174	40	392	773	174	10	283	14	10	10	10	10	1216	216	114	242	197	10	10	121	696	10	10	10	69	363	10	10	10	102	535	2140	10	10	31	10	612	10	12	10	175	10	10	10	10
"32427_at"	75.6	15	10	21	195	10	61	100	1049	141	24	111	19	603	647	371	116	10	10	63	136	707	181	10	10	393	289	10	21	10	10	78	10	10	10	10	294	10	168	10	10	316	10	118	89	10	44	24	52	96	85	191	424	298	37	38	10	10	127	293	40	10	10	10	243	10	240	255	256	10	82	10
"32430_at"	328.9	10	10	250	229	393	10	10	10	10	48	10	10	111	649	10	10	10	10	348	1042	10	757	128	10	10	76	827	10	143	645	10	235	111	263	94	558	442	975	749	10	17	10	565	10	10	54	10	350	142	10	10	10	10	10	409	363	312	10	724	1127	10	282	1574	10	10	10	10	443	10	10	717
"32434_at"	6535.1	31	802	3362	102	364	1618	396	75	125	431	339	2381	3808	1450	29	10	10	783	62	242	377	262	2588	82	54	10	2024	1843	41	349	320	83	977	109	247	96	681	147	84	6498	222	655	18	389	4186	359	3189	67	1598	1717	7338	582	434	39	7849	549	1325	566	2136	1564	859	3899	7932	2929	2788	2406	199	2834	10	524	2046
"32441_at"	606.6	2534	134	61	342	363	919	1337	1083	1397	940	79	31	1612	685	1643	273	1103	533	594	158	791	169	159	1066	308	850	10	48	846	458	504	390	348	148	607	619	157	130	485	590	10	1119	1509	54	59	71	57	10	10	281	512	37	142	684	10	165	10	10	10	10	10	10	10	10	10	135	10	66	10	135	10
"32451_at"	10	10	10	10	10	10	10	236	10	10	668	547	10	10	10	10	10	10	10	35	329	10	10	10	279	10	10	10	3530	97	1853	138	10	876	270	10	506	349	10	10	13722	10	10	10	10	208	10	230	10	10	11363	8529	213	10	10	15159	10	10	10	10	10	10	10	109	10	10	1212	746	10	115	10	10
"32454_at"	35.3	46	10	10	10	308	10	10	29	355	14	10	10	10	10	10	10	10	10	10	5010	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	233	10	10	10	59	10	10	10	36	1010	10	10	640	10	241	495	2822	209	270	10	10	747	947	749	58	661	10	403
"32455_s_at"	169.9	645	23	710	342	375	609	318	641	162	672	504	260	561	649	683	271	544	601	485	55	694	309	10	353	392	378	10	136	214	183	45	10	73	110	337	381	102	10	365	10	341	339	851	10	84	10	23	129	21	47	111	10	10	10	15	10	10	10	10	10	186	10	10	10	10	129	10	109	10	163	13
"32457_f_at"	514.6	412	10	10	10	10	618	10	10	10	10	10	325	512	352	52	10	109	124	605	10	288	216	10	10	10	497	397	10	307	237	579	10	10	10	10	1167	10	10	1242	1438	10	451	477	10	496	834	10	259	157	141	10	10	1872	10	489	1373	1570	10	10	10	36	614	1149	231	1036	1181	10	206	49	1067	319
"32473_at"	189.9	10	172	11	10	205	240	143	10	179	296	148	205	293	10	119	395	10	136	564	173	10	229	50	10	10	10	247	129	68	182	10	28	441	218	14	14	41	10	10	10	10	214	10	10	10	76	10	10	10	10	249	10	10	10	10	10	10	10	10	10	10	260	23	10	33	75	10	10	10	349	242
"32482_at"	10	76	10	10	401	259	10	496	155	10	286	10	244	10	74	10	10	149	70	113	10	10	177	10	194	58	91	10	10	10	90	10	157	10	10	74	10	28	10	10	44	10	48	331	72	10	23	10	10	10	10	10	10	18	678	88	28	10	10	270	10	75	10	10	10	78	875	229	10	301	73	10
"32493_at"	10	67	10	797	224	108	65	1296	78	242	128	18	107	203	1204	66	10	28	140	185	298	10	186	10	75	53	42	686	10	474	189	74	168	159	43	41	325	336	137	228	148	219	102	132	542	90	580	146	1273	10	10	251	483	388	2513	284	460	224	10	250	878	10	483	10	29	1693	209	1765	10	387	411	368
"32498_at"	10	10	20	103	536	618	10	456	10	10	10	10	313	690	307	10	317	10	374	526	10	481	643	10	522	540	604	10	10	10	475	10	1152	724	10	10	10	10	10	1217	1382	704	142	490	618	1123	1031	10	154	234	134	10	10	675	10	344	494	10	2633	10	10	354	769	10	827	243	692	263	10	222	1004	70
"32499_at"	10	1206	10	1138	1044	1863	845	633	1860	10	841	1488	2421	10	45	3086	10	2191	868	10	2094	657	715	932	2404	881	479	2219	1275	1192	1145	877	1158	10	1201	10	10	2558	216	335	10	341	721	10	10	1103	10	2507	1541	2160	1753	84	2193	10	10	548	10	708	181	10	10	2066	10	10	3359	10	890	10	2029	124	969	2891
"32991_f_at"	408.6	10	10	280	70	177	218	662	10	161	655	10	10	462	10	10	492	326	692	649	157	386	384	814	645	422	214	270	83	74	10	342	445	10	251	10	409	1484	10	10	347	471	454	481	543	309	346	10	493	435	10	53	294	538	10	10	109	10	645	10	812	600	796	10	224	427	398	347	10	1089	10	10
"32994_at"	48.3	177	10	10	62	78	15	82	120	46	10	17	187	112	10	10	16	10	46	191	42	10	10	10	58	10	13	10	10	10	55	47	10	136	91	23	71	10	170	106	112	10	39	10	261	10	10	10	29	48	56	10	121	200	10	113	68	59	178	10	10	129	158	289	33	390	99	185	137	10	75	101
"33002_at"	332.1	220	10	10	383	139	282	10	26	102	292	30	10	378	10	10	10	10	10	691	10	84	455	145	10	10	98	10	10	10	10	10	239	598	10	10	10	10	300	34	782	10	10	94	55	10	10	10	188	10	10	10	179	561	383	392	10	10	10	576	635	34	866	10	77	368	67	10	328	10	237	10
"33003_at"	10	822	593	10	176	398	676	440	795	215	168	29	10	233	10	324	249	113	458	534	355	261	383	100	196	10	249	10	188	18	197	898	1699	1543	10	509	483	1535	10	155	80	649	249	705	10	10	10	10	10	10	10	12	10	172	10	10	10	10	10	10	10	151	10	10	10	10	451	10	10	10	10	10
"33007_at"	10	152	10	10	500	234	131	10	236	82	192	500	410	230	10	10	10	159	521	10	53	138	19	10	95	10	146	10	213	10	10	303	173	10	230	596	361	78	410	231	324	532	274	245	974	67	345	10	401	347	10	66	107	10	306	214	10	137	1577	344	1511	174	263	129	191	751	598	1051	85	183	10	451
"33008_at"	192.2	273	291	10	340	389	10	142	186	664	10	10	10	78	10	10	55	54	91	10	453	507	225	104	16	87	385	10	10	119	270	261	351	49	109	75	73	138	10	10	73	10	165	261	668	559	47	10	311	10	653	199	489	926	418	527	621	152	62	861	56	207	10	10	382	202	86	278	609	10	10	10
"33010_at"	482.3	513	175	140	193	210	43	119	21	10	343	10	310	10	217	214	10	285	213	477	10	718	136	10	185	319	333	506	281	388	231	10	482	10	31	10	10	10	315	526	10	131	10	10	604	105	10	206	270	113	341	10	10	340	100	10	339	224	449	1645	176	10	10	10	75	23	10	147	10	10	21	759
"33014_at"	10	10	163	10	10	23	10	10	58	10	106	70	128	55	10	10	10	10	10	157	32	10	70	10	25	48	74	10	10	25	10	10	52	10	10	164	10	10	10	44	10	10	10	10	21	10	10	10	127	10	10	10	76	10	10	10	404	166	469	10	90	570	193	12	10	272	264	453	115	76	10	10
"33018_at"	173	52	10	10	187	180	12	87	49	10	76	10	60	363	10	10	10	303	52	57	79	90	50	343	97	37	227	10	10	10	302	156	139	97	253	82	10	10	267	75	30	10	10	327	163	10	23	10	10	10	10	51	54	10	10	10	153	19	10	180	10	10	40	10	10	10	103	100	10	178	22	10
"33023_at"	1664.3	516	213	93	331	923	146	18	376	64	10	399	254	375	45	10	183	1064	160	99	794	143	339	2465	224	317	1359	10	10	224	2968	545	10	141	457	553	80	87	356	86	10	10	10	1236	10	10	10	10	10	10	757	375	420	275	84	10	250	517	10	70	10	10	30	10	142	116	102	25	10	236	113	761
"33028_at"	10	10	10	10	248	38	10	289	23	250	207	10	194	10	10	10	10	10	55	10	380	10	54	74	136	189	105	95	123	45	10	10	65	300	153	10	10	10	478	16	39	59	88	31	506	84	93	10	10	10	10	10	37	10	10	163	116	10	10	10	10	88	10	10	10	397	10	583	164	328	164	10
"33033_at"	25.5	10	10	10	51	73	10	872	10	449	10	69	1566	10	164	10	10	10	10	10	10	628	10	37	56	20	10	583	10	10	429	689	942	656	10	10	781	525	10	716	963	703	900	699	1800	708	1504	153	70	50	126	326	980	927	23	22	1392	1395	2094	1072	1907	10	1514	1641	92	1943	1240	260	1120	1462	1005	1552
"33035_at"	246.5	281	10	10	40	190	100	132	355	10	206	24	73	87	10	187	125	70	10	10	59	86	72	308	474	204	384	158	10	342	87	194	71	11	120	350	182	10	18	205	639	10	104	197	127	50	307	159	10	10	151	142	98	232	30	154	20	10	10	130	10	10	10	10	61	33	191	95	10	60	44	10
"33038_at"	146.9	470	343	10	282	143	399	10	10	540	651	10	10	73	10	108	739	82	110	300	22	10	10	42	93	10	185	239	10	481	319	517	10	949	10	319	1101	537	785	115	245	837	260	608	10	10	24	219	261	891	73	202	52	1204	274	157	945	150	459	1117	757	42	479	412	10	335	310	44	56	57	75	372
"33040_at"	99.7	146	115	10	190	109	10	10	136	29	82	122	204	253	10	10	10	133	182	216	91	10	157	99	10	15	27	10	15	10	75	128	62	284	58	150	99	142	209	97	166	63	59	141	47	10	324	143	10	10	10	172	203	312	154	93	208	197	392	377	10	11	228	227	203	10	268	113	10	323	27	208
"33041_at"	137.3	189	130	203	10	173	57	10	26	10	113	10	75	578	35	175	88	10	111	10	40	18	345	96	193	10	23	25	47	39	72	131	10	128	283	10	141	10	10	414	10	76	16	10	176	87	10	10	10	178	10	43	94	10	10	64	251	10	41	10	412	10	407	10	130	221	179	99	194	10	10	194
"33049_at"	281.7	71	10	10	237	340	10	10	272	65	54	68	51	614	10	10	33	1100	25	10	605	202	78	2422	10	346	161	10	26	10	1216	82	124	10	293	478	10	42	101	10	25	10	10	29	10	10	10	10	10	10	150	98	171	10	10	10	100	64	10	10	10	10	10	10	10	10	10	10	116	119	10	181
"33054_at"	29.2	10	10	10	10	10	10	10	158	135	378	10	10	10	122	10	10	26	10	10	10	10	10	10	109	10	10	10	59	10	127	319	76	188	10	10	196	329	10	10	10	10	10	10	61	277	164	87	10	10	10	10	246	1069	10	10	701	10	45	1068	10	10	10	126	27	10	10	10	10	1454	234	768
"33058_at"	10	23	359	10	114	10	151	402	237	10	10	474	10	499	10	10	188	180	10	14	19	10	290	10	10	10	10	10	10	10	10	10	58	376	10	10	10	10	101	10	194	10	800	10	10	118	343	10	10	10	10	10	10	10	127	23	10	10	10	10	10	10	1040	10	852	10	78	147	10	10	195	10
"33062_at"	13.1	146	23	151	27	29	78	74	115	10	50	99	185	233	118	246	10	10	155	10	123	133	61	10	52	150	131	225	10	213	81	10	27	41	51	119	135	10	87	209	121	340	10	192	10	10	10	10	143	10	60	42	95	10	10	88	74	113	202	10	144	43	167	168	132	100	111	79	10	54	57	15
"33076_at"	116.8	10	45	10	25	69	207	60	10	47	10	18	10	10	143	116	97	69	176	38	10	10	15	62	42	81	74	10	10	73	95	56	68	375	10	10	301	10	10	10	152	185	10	115	331	94	10	10	10	10	79	10	10	60	30	10	10	10	10	288	297	10	69	10	128	343	54	174	109	140	539	10
"33084_at"	367.1	327	10	116	497	171	10	11	290	10	604	312	727	10	199	61	149	25	170	10	10	413	350	389	10	55	10	222	213	10	730	297	27	377	474	86	10	303	497	291	369	10	147	400	26	308	10	10	10	10	353	10	108	10	405	956	154	10	10	10	180	191	10	347	63	10	286	10	10	59	10	539
"33085_at"	10	398	10	10	34	10	157	308	694	195	349	211	220	477	10	114	64	10	189	190	35	1117	164	10	223	377	143	227	112	14	10	233	371	374	10	56	10	16	164	507	310	545	426	111	346	10	576	10	188	10	10	10	196	262	10	309	184	314	588	357	336	293	41	52	313	344	288	686	219	671	10	10
"33086_at"	64.7	138	123	10	10	10	10	395	10	44	10	17	10	10	10	10	10	95	10	10	168	10	10	209	70	183	103	10	235	10	10	10	365	10	232	10	108	10	133	140	1081	80	114	690	10	83	161	32	10	10	10	10	10	151	10	67	10	37	10	148	10	241	10	10	587	480	304	1862	692	10	53	10
"33580_r_at"	10	1274	185	1315	493	220	10	1388	499	10	552	1193	10	1499	10	1107	10	2415	10	10	23	1308	2028	1232	254	1212	10	10	963	10	1252	373	924	10	1882	10	248	1064	10	3048	1146	10	1119	1990	624	114	10	670	879	1347	510	460	221	10	10	647	1351	10	10	492	1687	2037	1721	10	1465	600	10	10	10	10	10	1676
"33581_at"	13.6	303	10	10	10	119	334	10	852	51	10	184	403	726	182	175	174	230	107	266	10	10	102	14	10	10	10	125	10	10	10	223	262	852	10	10	223	383	10	106	223	343	284	232	322	92	10	831	10	328	10	525	281	280	192	762	90	582	168	10	617	10	115	147	20	26	10	410	349	551	362	339
"33583_r_at"	10	10	143	10	42	10	10	10	10	546	10	10	10	10	10	10	10	10	10	10	10	10	36	10	10	10	10	10	10	10	735	10	10	133	169	10	10	10	69	10	10	10	10	10	422	57	225	640	311	98	563	97	10	253	186	10	10	160	543	94	592	298	296	642	256	10	276	189	152	150	481	753
"33587_f_at"	265	729	65	166	10	471	47	343	138	10	709	202	10	168	721	166	374	332	10	149	10	624	23	331	282	10	10	79	10	384	458	10	10	377	10	382	227	104	1125	755	832	801	306	1297	429	10	928	340	435	446	532	10	10	573	763	512	736	877	548	687	198	10	869	390	10	371	1219	322	237	10	10	253
"33589_at"	144	10	10	10	10	136	10	10	10	10	10	10	10	10	10	199	10	10	124	569	10	10	497	10	329	10	306	121	285	80	10	216	123	25	475	372	116	457	86	517	10	10	193	161	10	10	619	10	195	10	10	116	10	47	10	10	10	10	10	10	10	10	10	10	1418	1025	625	10	595	10	10	1327
"33595_r_at"	500.6	711	87	10	90	285	969	453	1108	206	1507	78	207	3225	1196	2542	340	255	10	600	788	532	749	222	71	134	1104	10	14	126	386	10	111	270	102	280	216	15	90	402	200	391	74	1357	10	122	20	10	109	10	16	72	10	270	111	226	249	10	150	10	209	10	280	239	10	165	10	304	10	40	141	298
"33599_at"	92.1	45	289	10	30	101	10	10	20	10	10	10	10	10	10	10	208	36	10	97	10	258	101	170	73	389	158	99	30	93	237	96	334	197	10	72	10	10	103	62	137	10	32	10	69	282	73	34	162	48	234	10	67	74	10	123	67	141	10	34	10	64	39	10	125	78	54	10	115	193	10	10
"33606_g_at"	47	53	124	78	10	120	117	174	44	10	76	10	35	10	97	42	93	38	67	66	10	198	107	10	54	46	53	10	79	74	10	120	10	32	10	170	200	10	10	10	114	152	117	10	10	96	21	10	121	10	10	10	102	264	115	89	257	299	231	181	85	10	10	81	10	346	127	79	223	10	49	173
"33608_at"	10	10	10	10	10	23	10	10	10	10	10	10	10	10	10	10	10	100	29	10	120	10	10	85	221	10	29	10	10	62	10	10	97	10	68	10	10	10	244	552	589	409	318	74	10	311	10	10	10	10	10	10	302	10	10	30	258	225	10	257	10	10	260	10	10	483	10	631	10	242	90	10
