	"Brain_MD_12"	"Brain_MD_61"	"Brain_MD_15"	"Brain_MD_57"	"Brain_MD_33"	"Brain_MD_64"	"Brain_MD_17"	"Brain_MD_62"	"Brain_MD_63"	"Brain_MD_32"	"Brain_MGlio_1"	"Brain_MGlio_2"	"Brain_MGlio_3"	"Brain_MGlio_4"	"Brain_MGlio_5"	"Brain_MGlio_6"	"Brain_MGlio_7"	"Brain_MGlio_8"	"Brain_MGlio_9"	"Brain_MGlio_10"	"Brain_Rhab_1"	"Brain_Rhab_2"	"Brain_Rhab_3"	"Brain_Rhab_4"	"Brain_Rhab_5"	"Brain_Rhab_6"	"Brain_Rhab_7"	"Brain_Rhab_8"	"Brain_Rhab_9"	"Brain_Rhab_10"	"Brain_Ncer_1"	"Brain_Ncer_2"	"Brain_Ncer_3"	"Brain_Ncer_4"	"Brain_PNET_1"	"Brain_PNET_2"	"Brain_PNET_3"	"Brain_PNET_4"	"Brain_PNET_5"	"Brain_PNET_6"	"Brain_PNET_7"	"Brain_PNET_8"
"D87465_at"	493	70	3180	422	600	142	463	8301	176	1261	590	9145	7311	1617	1603	15269	1922	2840	10836	1823	439	634	241	231	231	10	152	417	501	310	16000	14935	16000	16000	188	210	1500	607	69	414	7994	390
"D87682_at"	92	160	200	78	10	59	141	1052	85	10	205	10	10	336	10	10	18	10	10	145	10	286	32	229	10	38	10	138	78	50	655	96	211	13	197	28	538	10	39	106	10	10
"D87937_at"	53	10	10	10	118	10	10	864	23	65	10	273	163	10	10	43	69	66	70	10	241	179	815	354	534	10	10	10	327	907	613	1061	10	10	152	10	115	163	188	10	1184	10
"D88270_at"	10	10	10	10	10	10	10	109	10	10	40	169	163	10	309	10	166	10	10	10	123	10	35	10	67	10	11	10	10	10	10	10	10	10	129	146	682	10	99	10	10	52
"D90359_at"	10	403	106	10	10	258	133	485	85	10	317	10	14	324	19	10	317	10	889	79	10	10	10	161	10	55	140	17	65	10	188	10	10	607	10	171	538	389	10	10	10	410
"H46990_at"	10	99	10	10	10	90	10	10	10	10	10	213	10	10	10	10	10	10	59	79	10	10	10	10	10	10	10	23	10	10	48	24	128	10	188	10	10	59	10	10	198	64
"HG1111-HT1111_at"	10	162	246	10	575	10	416	563	266	396	342	704	818	389	143	15116	423	10	819	596	10	187	10	250	10	10	289	32	22	30	151	586	10	10	232	136	10	217	10	10	525	405
"HG1139-HT4910_at"	10	186	162	120	10	141	10	99	10	10	13	316	10	289	10	189	114	143	10	206	10	594	256	240	10	10	105	53	197	105	206	819	10	10	134	10	38	152	10	10	10	10
"HG172-HT3924_at"	10	186	53	86	10	241	10	10	44	10	383	781	72	419	10	10	236	10	265	493	10	10	10	10	10	11	10	61	10	10	388	10	201	55	10	10	317	79	10	10	700	10
"HG174-HT174_at"	312	10	10	10	10	10	323	1878	74	10	10	256	62	200	215	58	10	10	10	103	10	10	10	126	10	26	53	10	964	10	491	10	10	10	40	126	702	10	10	158	227	343
"HG2314-HT2410_at"	10	10	10	10	347	411	10	10	10	10	10	1409	10	10	10	10	175	34	10	10	10	498	10	10	10	10	10	10	10	10	10	10	10	10	10	10	96	179	10	10	10	10
"HG2417-HT2513_at"	10	80	10	10	620	10	10	10	10	10	532	169	10	165	403	10	22	60	10	10	10	128	88	10	10	10	10	10	10	10	10	120	10	10	10	212	528	10	128	10	10	20
"HG2460-HT2556_at"	67	113	18	10	239	45	10	138	21	126	10	10	327	10	10	138	56	10	173	10	10	159	10	11	52	10	10	10	19	10	84	635	718	302	10	12	480	84	10	32	250	72
"HG2492-HT2588_at"	180	10	34	56	10	10	10	1641	10	198	10	10	10	10	10	316	10	10	10	10	846	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	697	10	10
"HG2507-HT2603_at"	10	10	10	10	10	10	10	10	10	10	10	584	10	10	118	10	10	10	32	263	10	33	10	10	10	10	10	10	10	65	522	217	804	10	10	10	519	10	10	10	10	10
"HG2530-HT2626_at"	250	10	95	97	10	10	83	783	10	10	10	10	10	23	550	10	486	246	515	10	10	10	10	319	10	91	178	46	136	10	230	385	490	10	98	134	10	201	10	647	10	10
"HG25930-HT26386_at"	10	10	10	10	10	98	10	10	106	10	1278	1251	356	10	815	10	13	10	108	512	10	10	10	10	10	10	10	10	10	10	10	10	10	381	53	10	721	10	158	10	151	10
"HG2604-HT2700_at"	123	10	125	119	442	80	10	10	23	226	10	10	10	10	10	280	10	10	10	10	252	10	153	10	169	122	29	199	10	1243	206	168	173	1054	10	10	10	79	89	74	10	10
"HG2686-HT2782_at"	90	10	29	1006	10	10	10	315	10	10	10	10	10	10	10	10	168	10	135	10	23	279	163	137	10	31	10	32	57	10	10	10	57	10	10	10	240	10	10	10	10	10
"HG2714-HT2810_at"	45	73	33	10	168	98	10	85	10	10	10	27	10	135	10	91	29	50	16	380	10	158	10	233	10	10	46	55	43	10	461	10	10	10	53	10	10	10	10	10	10	10
"HG2723-HT2819_at"	10	77	10	10	59	10	10	10	2979	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	291	10	10	10	586	70	10	10	10	79	10	10
"HG2724-HT2820_at"	191	10	10	10	10	10	10	10	10	10	10	21	10	10	10	10	18	46	10	10	10	3031	10	10	10	10	10	605	193	10	868	10	10	10	17	454	10	10	10	10	1102	10
"HG2755-HT2862_at"	152	10	10	10	10	10	31	10	120	10	10	125	481	495	10	258	1715	1425	86	10	11184	2054	2893	1971	10	1279	2028	1526	2680	2642	30	10	272	10	129	68	10	1239	10	10	10	128
"HG2796-HT2904_at"	96	10	305	44	10	58	131	106	168	11	825	4146	1833	814	726	604	105	10	4878	3825	361	39	231	132	99	10	116	10	10	10	679	1149	746	275	232	272	865	16	10	10	723	445
"HG3123-HT3299_at"	66	10	143	194	10	311	10	53	10	111	554	655	10	11	597	10	202	275	553	911	33	52	10	10	79	10	92	257	227	10	686	10	2228	10	53	256	365	288	10	10	571	203
"HG3132-HT3308_at"	28	10	10	10	25	32	10	10	62	10	10	10	10	10	10	10	10	10	10	10	10	48	10	47	10	10	51	10	10	35	613	10	298	10	49	66	10	108	69	10	10	10
"HG3264-HT3441_at"	10	10	16	10	10	10	10	272	10	10	10	71	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	327	10	10	10	376	10	432	10	10	10	1342	10
"HG3369-HT3546_at"	10	40	10	10	342	10	10	10	10	10	24	114	86	10	10	10	10	125	10	65	135	10	107	10	10	10	10	138	29	10	285	10	10	10	10	10	10	54	10	148	10	10
"HG3432-HT3618_at"	181	205	141	23	10	15	87	138	10	10	10	10	553	253	10	10	81	370	10	385	264	217	90	228	324	10	10	144	10	10	200	10	468	10	10	10	10	615	10	10	10	801
"HG3495-HT3689_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4725	2174	63	10	10	10	201	10	10	10	189	69	10	134	182	10	10	1382	221	1005	170	93	10	10	10	10	93	711
"HG3502-HT3696_at"	110	10	101	14	178	20	75	10	10	10	56	92	10	283	210	10	27	10	336	479	10	416	122	10	281	62	140	13	195	110	10	10	269	10	385	126	10	4446	302	10	933	440
"HG3570-HT3773_at"	10	10	36	10	10	10	10	1396	10	10	10	10	10	10	10	466	10	87	10	10	754	10	779	159	10	47	10	363	55	10	1985	1318	419	1950	963	18	10	10	10	1726	10	10
"HG3884-HT4154_at"	252	10	10	10	253	281	10	10	131	290	1391	10	10	118	2691	10	29	1653	309	10	510	165	430	148	270	28	51	10	10	185	72	10	10	160	10	672	865	253	817	10	10	224
"HG3897-HT4167_at"	62	10	14	10	10	10	10	716	10	11	511	10	10	118	10	72	51	16	1134	197	10	10	10	56	13	10	48	140	10	10	10	10	10	128	10	10	10	138	10	91	10	10
"HG3930-HT4200_at"	183	59	10	36	10	41	102	70	85	10	372	633	900	602	10	211	123	89	759	606	1040	672	13	4017	334	10	240	1164	73	10	279	442	10	10	71	179	259	141	10	10	10	195
"HG3945-HT4215_at"	1732	342	10	305	130	373	10	10	688	104	92	5867	5208	100	3526	4333	1762	534	385	1818	2106	9291	2530	16000	3777	11977	4523	2706	3609	782	346	10	10	10	10	5684	6481	2187	663	10	10	10
"HG3985-HT4255_at"	10	10	10	10	168	10	10	10	10	10	10	10	298	10	10	265	10	10	10	37	10	10	102	10	10	10	10	10	10	10	10	10	10	10	10	10	10	125	331	10	87	10
"HG3989-HT4259_at"	64	10	10	10	221	10	10	102	10	80	137	32	86	10	10	233	10	174	10	211	180	10	113	93	47	10	10	136	58	10	218	10	10	10	286	111	10	21	292	10	10	10
"HG3992-HT4262_at"	10	10	10	10	127	10	10	10	10	10	268	10	10	10	289	10	10	10	10	10	10	10	10	10	128	10	41	28	10	10	10	10	10	10	10	10	10	10	782	10	10	285
"HG3998-HT4268_at"	65	14	165	126	10	99	10	10	35	10	10	333	62	247	10	10	10	10	189	14	15	10	10	10	10	47	10	78	129	10	443	305	307	699	10	10	10	87	10	243	589	361
"HG4051-HT4321_at"	11	10	10	10	10	10	240	109	10	106	10	10	10	10	10	10	10	10	10	10	27	53	10	324	113	10	10	10	280	245	10	10	10	755	17	10	10	272	10	10	10	10
"HG4258-HT4528_at"	151	92	10	41	426	10	10	134	10	10	10	10	10	10	10	120	10	38	10	10	10	10	10	10	10	10	10	76	10	10	97	152	10	10	10	10	10	10	99	352	466	10
"HG4321-HT4591_at"	20	89	23	49	10	37	10	70	10	10	10	10	86	10	10	10	200	10	16	10	10	40	10	525	10	16	145	565	10	10	157	10	10	10	10	10	278	389	10	10	10	10
"HG4458-HT4727_at"	13	10	84	91	18	181	10	92	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	88	15	10	10	54	1205	282	10	10	10	10	10	10	10	10	46
"HG4480-HT4833_at"	10	318	47	62	123	247	10	10	10	10	10	10	10	401	10	305	10	3255	10	141	604	10	10	10	10	83	385	10	10	10	10	10	10	10	44	10	10	1937	10	10	10	10
"HG4638-HT5050_at"	684	10	206	515	422	960	10	10	76	10	10	10	673	10	10	14	10	10	298	902	1318	769	682	969	1112	21	882	1055	803	10	698	10	10	10	568	10	817	10	10	250	10	10
"HG4724-HT5166_at"	10	10	141	72	10	10	10	347	10	289	10	10	10	10	10	1037	10	10	10	10	10	208	10	702	10	10	10	10	10	320	200	72	10	10	10	359	10	35	10	10	52	10
"HG4749-HT5197_at"	10	283	33	10	10	10	10	333	53	10	166	10	10	230	10	10	10	10	868	10	10	10	10	10	10	10	10	201	10	626	60	819	843	1445	10	76	3269	10	49	10	997	10
"HG537-HT537_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	59	126	10	10	18	10	10	10	273	10	10	10	10	779	387	834	10	196	894	814	10	10	420	451
"HG620-HT620_at"	10	10	73	93	10	10	237	173	21	10	1260	775	52	596	289	615	364	605	1144	573	10	10	10	13	10	86	10	165	18	10	10	10	153	10	10	186	10	147	10	57	583	632
"HG732-HT732_at"	10	120	33	49	61	34	249	10	10	10	146	1054	548	495	10	10	10	36	634	408	20	10	10	10	10	10	10	10	10	10	10	393	439	403	273	80	451	10	10	10	741	20
"HG870-HT870_at"	71	10	11	137	10	19	10	10	10	10	10	10	154	10	10	10	10	10	10	10	10	108	10	10	30	10	14	140	10	245	10	10	141	10	10	10	10	10	168	10	10	10
"HG921-HT3995_at"	10	18	10	10	10	10	10	10	10	46	151	486	10	10	10	10	121	10	510	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	54	10	320	29
"HG961-HT961_at"	35	174	10	123	10	168	10	925	10	10	10	10	399	41	10	251	10	10	10	10	388	11	10	171	10	10	10	232	36	10	922	10	10	10	10	10	10	89	74	146	10	10
"J00123_at"	100	59	125	10	91	10	142	46	10	299	232	10	462	797	569	189	27	10	211	155	27	16000	10	429	3907	47	521	12326	213	10	795	932	166	936	44	246	490	185	113	317	425	428
"J02843_at"	142	16	79	10	10	10	10	407	37	10	187	10	10	76	79	149	101	10	10	75	10	180	10	10	10	10	165	38	10	220	394	10	10	10	62	10	10	10	19	10	198	101
"J02923_at"	140	10	10	10	10	97	10	10	10	144	10	10	10	10	10	320	10	522	10	10	303	516	10	338	514	304	182	134	129	10	103	10	10	10	10	918	38	84	10	10	10	10
"J03507_at"	261	143	10	238	84	213	10	191	10	118	221	267	62	460	225	189	292	10	10	10	80	461	4036	29	1194	74	2294	59	211	225	188	10	179	10	10	33	10	305	99	10	81	180
"J03925_at"	78	44	10	41	10	10	30	152	46	10	10	174	10	10	10	10	10	121	97	10	56	138	10	239	10	316	17	53	22	10	10	10	76	10	10	39	48	10	10	10	87	218
"J04056_at"	199	10	103	31	10	231	10	10	120	10	10	10	10	10	649	94	1089	894	10	10	283	661	453	332	10	76	10	46	1954	10	1165	10	230	10	44	177	144	147	10	10	10	620
"J04076_at"	398	10	11	10	10	10	10	10	65	10	10	1895	202	10	10	10	380	10	10	10	10	10	10	164	10	10	59	342	46	10	10	10	10	10	10	10	10	427	10	10	10	1290
"J04101_at"	10	10	10	10	1399	10	10	35	222	10	10	152	3821	436	10	1096	10	10	976	540	538	10	10	10	388	10	10	501	10	10	10	10	10	10	10	659	10	479	847	10	10	1247
"J04102_at"	426	10	10	10	10	10	10	10	10	10	10	185	62	259	10	324	10	99	255	10	305	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	152	10	10	10	10
"J04132_at"	10	10	10	176	10	53	10	375	10	10	10	387	10	10	10	10	10	10	10	10	10	10	10	10	10	10	28	10	18	10	254	10	294	10	10	10	10	10	10	106	10	10
"J04164_at"	3818	106	167	784	2068	10	751	49	10	655	10	1671	187	112	10	3361	267	6722	10	10	13860	16000	11480	16000	16000	10089	7458	16000	14306	5746	2501	96	637	4355	2755	15762	10	4040	1803	10	1447	10
"J04444_at"	1754	10	10	612	10	2383	1266	1580	10	590	10	10	10	10	10	109	10	10	217	10	2228	1911	1562	923	3541	10	10	1274	1382	60	2495	10	1631	10	232	2175	10	2994	19	10	10	10
"J04469_at"	1321	745	922	312	100	738	342	684	273	415	944	710	255	1121	193	630	29	10	922	305	254	536	396	439	687	43	268	128	559	561	8882	15635	10710	8253	147	10	10	520	14	354	2404	10
"J04621_at"	654	224	167	224	155	871	10	10	12	179	10	10	336	10	10	43	10	374	10	10	10	200	140	1238	98	179	10	922	440	10	10	10	10	75	10	10	10	643	341	10	10	10
"J04739_at"	24	10	10	24	10	10	60	506	10	139	164	688	202	10	299	10	10	10	10	89	132	301	10	10	228	10	10	209	10	225	10	10	70	285	49	10	10	10	287	10	10	10
"J04742_at"	10	23	10	10	10	10	10	141	10	10	10	10	10	70	10	10	10	54	10	10	117	276	33	315	288	10	187	51	142	10	10	10	10	10	10	37	10	10	10	10	10	10
"J05008_at"	18	47	10	10	47	10	10	53	10	10	10	32	10	70	34	10	92	10	10	10	10	267	10	10	10	10	10	101	48	20	10	10	163	10	10	115	10	49	138	10	10	34
"J05070_at"	190	243	64	10	13	181	197	70	1572	114	10	10	86	413	1333	116	315	544	1421	10	1400	579	131	4648	4416	155	993	269	327	511	10	136	407	91	10	256	10	490	559	71	10	1253
"J05073_at"	10	767	324	1095	586	1229	192	10	149	293	10	644	10	112	79	36	10	10	10	258	10	10	10	10	10	10	10	10	33	10	1299	1278	1013	10	268	72	673	10	10	163	10	10
"J05158_at"	10	413	10	10	10	10	10	10	10	10	10	92	10	10	104	10	10	10	10	84	10	10	101	10	10	10	10	10	10	205	42	643	60	10	10	10	10	10	312	10	10	10
"J05213_at"	108	75	14	10	10	103	10	42	10	10	10	10	10	301	10	10	33	10	10	65	10	17	10	201	10	10	10	17	18	10	327	10	38	98	10	10	577	24	307	10	10	10
"J05401_at"	10	54	10	10	10	10	28	10	10	10	10	305	10	106	10	10	101	10	146	202	17	10	10	11	10	10	10	10	20	10	10	313	19	364	62	16	10	114	10	19	507	46
"J05428_at"	23	10	64	62	146	10	90	166	10	10	115	10	120	94	10	10	279	10	113	61	10	12	10	187	10	10	43	10	92	10	30	924	320	394	129	68	19	27	10	81	402	61
"K01884_at"	23	10	10	41	136	29	10	187	10	10	10	10	10	10	10	10	10	91	10	10	62	33	14	31	10	57	10	10	37	10	327	10	10	10	67	31	144	10	10	10	10	10
"K02215_at"	390	771	1228	135	10	157	87	319	108	45	10	5676	15008	82	8512	3754	8541	10	1785	1804	10	62	10	10	10	50	10	21	80	10	6289	3127	7277	6214	443	334	1807	10	10	89	525	157
"K02268_at"	10	10	60	10	317	112	10	10	10	10	10	10	866	82	10	10	220	10	10	540	10	50	19	17	10	10	159	10	10	45	594	10	10	10	10	10	798	286	79	10	997	151
"K02765_at"	1070	311	1233	358	59	84	1731	10	44	10	10	6599	8702	10	5518	16000	9977	886	3695	2213	2301	647	10	10	167	9080	393	482	521	280	3594	393	897	10	268	1670	15425	1468	10	1508	87	6131
"K03008_cds1_at"	10	10	10	10	317	10	10	10	10	10	184	120	10	35	128	25	10	60	10	10	10	10	10	10	10	10	10	28	46	10	36	10	250	10	98	10	10	10	10	10	10	10
"K03474_at"	107	10	138	10	10	439	64	10	72	547	2147	10	10	10	1043	717	569	56	293	23	63	10	302	44	10	10	10	15	255	2597	10	787	429	706	1653	10	250	10	371	10	10	198
"L00354_at"	10	10	10	10	10	10	10	10	10	10	103	60	399	10	10	10	10	10	10	239	174	10	10	10	10	10	10	10	10	10	91	10	10	10	80	10	10	10	10	10	787	10
"L01087_at"	10	10	10	10	10	10	10	177	10	39	124	10	10	10	210	10	321	91	10	10	29	10	10	139	10	10	37	44	78	145	418	10	10	10	10	10	221	84	336	10	10	10
"L01406_at"	181	214	285	357	10	178	224	673	272	303	635	10	10	1121	14	265	481	157	1361	10	20	10	90	163	212	10	10	10	156	591	10	10	10	121	10	10	10	934	396	10	10	10
"L01664_at"	10	10	10	10	34	10	10	10	10	10	99	366	120	183	91	10	56	66	151	272	10	11	86	10	10	10	10	10	43	10	115	466	250	216	10	10	538	19	10	10	169	34
"L02785_at"	10	10	10	10	10	10	10	155	10	99	115	10	10	10	10	10	36	10	86	51	10	10	10	48	10	10	10	10	10	10	42	297	92	469	10	10	10	10	44	10	303	10
"L02950_at"	195	306	449	41	10	10	10	708	10	10	65	262	409	212	10	10	218	10	184	521	10	90	10	235	10	10	160	10	131	10	4735	2315	8104	2962	10	101	10	487	10	10	10	10
"L05515_at"	10	10	156	31	10	10	10	10	152	10	10	262	10	10	10	546	65	10	591	164	1523	10	10	363	10	258	10	10	10	4758	10	10	10	10	129	10	269	68	10	10	10	32
"L05568_at"	132	153	10	10	10	175	213	198	64	10	277	240	10	318	10	10	270	10	385	131	10	95	10	293	45	74	143	15	10	10	10	10	663	10	10	10	538	479	10	10	863	425
"L06139_at"	10	10	10	29	10	203	10	10	10	94	10	10	10	679	10	10	10	10	396	10	10	10	10	10	10	62	10	10	104	10	10	10	10	10	10	10	10	10	10	42	10	10
"L06175_at"	23	10	27	50	187	10	10	10	10	10	10	10	654	10	10	87	301	32	10	10	10	10	10	10	10	35	10	78	19	215	10	10	10	10	10	10	10	128	10	205	10	10
"L06419_at"	785	132	10	10	10	389	285	1421	439	1288	10	10	10	277	10	2257	2473	14034	10	10	3027	11378	1407	9845	9558	2694	5187	2472	3471	1845	339	10	10	10	10	1544	10	2076	777	10	10	340
"L07592_at"	223	10	10	103	10	10	10	677	170	250	10	10	10	10	10	1107	10	141	10	10	580	275	434	52	188	150	389	98	269	340	10	659	10	10	10	215	10	10	64	10	10	10
"L07594_at"	239	151	11	154	230	291	97	10	101	10	10	737	1145	10	10	324	56	50	10	145	10	10	10	10	10	1104	188	263	494	1258	267	10	10	10	40	773	10	179	10	66	332	84
"L07597_at"	10	10	10	10	10	10	104	10	10	10	10	10	10	10	10	10	10	10	10	10	89	18	111	10	10	10	10	355	783	10	777	10	125	341	10	572	10	10	10	10	10	10
"L07738_at"	177	132	10	243	10	228	91	489	10	10	166	10	10	88	10	138	60	196	151	98	10	10	10	10	532	10	10	109	80	10	10	10	10	10	107	78	913	411	10	131	10	1011
"L07868_at"	10	16	10	19	57	10	23	294	10	10	83	10	10	10	10	98	10	10	146	61	10	10	10	324	10	10	10	10	10	10	121	40	118	10	138	10	163	893	203	27	93	221
"L07949_at"	27	44	20	23	10	16	10	10	10	34	27	10	110	10	242	98	20	87	10	10	10	10	80	19	10	10	11	10	19	110	10	104	10	10	313	10	471	10	10	10	140	10
"L08424_at"	10	10	10	10	111	10	10	10	10	10	3335	1628	1910	3814	146	680	36	10	3678	1151	700	10	10	10	10	10	10	1528	10	245	10	691	10	10	1142	33	942	10	10	10	268	10
"L08485_at"	907	10	10	45	10	51	1034	233	78	10	33	87	77	53	10	10	114	10	10	47	1277	52	52	24	32	45	24	80	691	10	163	369	137	252	53	35	605	174	10	382	245	10
"L10102_rna1_at"	10	167	20	20	10	126	27	10	10	10	225	355	173	123	10	10	29	10	10	282	10	62	10	86	10	10	10	10	10	10	78	16	73	10	228	210	788	46	10	161	10	189
"L10844_at"	10	10	10	142	10	219	181	287	10	130	412	360	33	10	10	10	10	10	515	10	10	10	10	10	10	45	10	10	10	150	10	10	137	433	10	10	163	10	10	91	10	64
"L11239_at"	67	10	10	10	10	10	300	10	81	351	10	10	10	10	195	207	306	10	10	18	225	131	10	264	10	31	101	10	10	10	10	10	10	10	10	117	490	10	10	10	134	10
"L11372_at"	44	63	184	12	10	10	24	10	10	156	10	426	101	10	10	10	13	10	271	357	10	10	10	10	10	119	127	103	10	10	242	683	10	10	125	173	298	49	232	394	501	96
"L11573_at"	10	10	10	10	10	10	10	10	37	51	10	10	10	47	10	10	10	36	10	10	10	21	10	10	10	93	48	38	10	10	248	538	10	62	17	22	10	10	262	10	128	10
"L13286_at"	25	40	10	10	18	10	20	14	10	10	10	10	10	10	10	10	67	10	10	18	10	10	10	10	10	10	10	11	443	10	10	257	32	10	10	41	403	108	10	10	10	10
"L13391_at"	820	10	40	46	1922	114	35	35	32	49	446	142	3966	844	631	10	229	1489	255	10	1289	2277	158	2918	13846	299	1740	2078	3794	6017	133	996	339	10	304	763	375	144	10	9607	227	221
"L13698_at"	10	158	2716	857	82	1305	71	347	206	396	403	404	351	5437	572	1511	5410	2091	759	267	712	1631	11766	15677	3457	1585	7200	4185	524	25	194	10	121	10	344	157	1702	754	123	10	29	3275
"L13720_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	766	143	10	10	10	2424	10	315	10	386	10	10	10	10	385	306	10	4416	10	10	10	10
"L14542_at"	10	10	10	10	47	10	10	10	10	10	1558	10	120	277	223	1453	10	10	184	239	10	10	10	393	10	10	10	10	10	10	103	10	10	10	40	80	67	10	34	10	10	1238
"L14565_at"	247	977	18	598	10	73	10	503	53	2109	1105	10	10	10	10	10	10	378	10	10	14127	1561	15423	11393	11918	713	2164	1370	3574	2993	10	10	10	456	10	413	461	119	252	10	10	10
"L14595_at"	242	10	10	10	10	10	10	10	108	10	10	54	10	10	10	10	10	10	10	10	10	339	177	49	90	103	10	74	79	10	10	10	10	10	10	10	259	10	227	10	10	10
"L14927_at"	10	10	237	10	10	10	10	630	10	10	10	10	10	10	10	247	10	10	10	10	10	10	275	10	10	732	19	422	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"L15388_at"	10	10	10	10	10	10	196	2190	10	10	10	10	10	10	10	10	10	10	10	10	248	246	10	30	228	675	10	10	241	1233	528	10	10	10	10	10	10	141	104	10	10	37
"L15533_rna1_at"	10	151	10	10	10	24	10	10	10	69	76	295	10	10	10	10	10	52	10	324	10	10	42	10	10	10	75	19	10	85	18	10	44	338	10	10	740	10	163	10	40	93
"L16896_at"	10	10	10	10	10	213	10	10	10	10	723	71	158	10	508	10	38	10	10	921	337	10	64	95	108	10	35	10	37	10	734	10	10	10	10	10	57	1830	10	10	10	163
"L17330_at"	10	10	10	80	335	174	10	599	10	528	13	10	10	10	537	123	10	10	10	253	67	113	10	108	33	10	10	51	10	386	10	1020	10	1221	10	266	19	10	10	10	10	466
"L19778_at"	26	54	10	10	10	10	10	106	16	10	24	10	10	17	10	10	24	10	27	10	10	204	85	45	10	10	69	69	119	10	10	289	10	10	10	115	10	16	10	491	10	10
"L19871_at"	960	115	29	98	10	88	37	67	10	16	87	1256	616	10	10	10	10	10	162	211	10	830	10	72	60	184	106	357	238	75	188	10	10	10	349	322	375	2520	178	111	309	11
"L19872_at"	166	10	10	10	52	15	17	106	10	10	10	191	10	106	32	986	103	793	10	10	10	64	897	11	10	186	2245	130	86	10	10	10	10	10	49	256	96	392	10	81	10	358
"L21993_at"	10	10	10	10	10	1277	10	10	10	10	10	6173	5665	10	609	1981	10	10	1481	2152	10	10	10	10	10	10	10	10	10	10	2707	10	10	10	10	10	201	10	10	10	2929	151
"L22548_at"	229	889	51	365	148	347	418	148	421	10	396	191	10	2060	10	47	456	1184	48	488	688	481	115	348	68	2999	10	284	966	105	169	10	10	10	94	961	432	12249	1486	10	10	480
"L23808_at"	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	793	10	10	174	10	416	10	72	10	10	10	10	10	62	10	10	10	1981	10	10	10
"L24203_at"	10	10	187	10	344	10	10	10	10	10	10	841	10	10	10	10	10	186	10	10	10	57	10	10	10	222	93	10	10	10	10	618	647	594	10	10	10	10	10	10	10	10
"L25270_at"	269	845	506	10	10	98	10	1244	10	10	10	10	10	336	10	371	10	206	10	10	10	688	1977	1350	2274	10	1361	945	1104	1980	382	10	10	10	170	10	10	855	193	10	40	10
"L26081_at"	10	10	10	10	10	10	10	10	10	58	10	10	10	10	10	10	10	10	10	10	10	129	10	10	10	10	10	10	10	10	97	10	10	10	71	10	10	10	10	2699	10	10
"L26339_at"	10	10	10	106	10	10	10	1134	10	10	10	10	10	10	10	10	10	10	10	10	219	455	522	10	10	10	10	513	981	947	497	10	10	10	13	308	10	10	10	10	10	10
"L26953_at"	10	14	10	64	10	12	10	46	19	58	10	10	10	118	10	10	114	10	10	10	10	42	10	10	10	10	10	10	315	10	151	152	35	52	49	10	153	10	14	10	10	116
"L27080_at"	10	10	10	126	10	678	10	10	10	10	10	1830	784	10	10	10	10	10	971	1104	106	251	10	10	672	38	245	10	51	10	121	10	10	1845	10	10	10	267	361	10	10	839
"L27479_at"	10	297	10	124	10	281	10	407	10	108	349	4201	4385	1464	1137	1995	414	220	1958	1588	128	208	10	424	47	16	10	486	874	10	1481	10	1763	2719	10	202	1769	340	108	10	816	731
"L29433_at"	10	179	53	100	10	103	10	10	10	10	10	10	10	70	10	10	38	10	141	28	10	10	10	10	10	122	104	34	10	35	461	10	10	10	10	10	10	10	411	10	10	10
"L31573_at"	10	10	10	19	10	10	27	428	117	213	10	10	10	10	10	10	10	60	10	10	382	442	427	10	310	10	206	151	308	10	10	10	10	10	10	250	10	558	10	178	10	10
"L31881_at"	181	269	454	76	10	126	10	255	12	10	787	1338	823	1021	10	218	324	325	531	1438	10	10	92	10	10	10	327	297	12	175	121	10	10	10	10	10	307	1566	10	846	10	10
"L32137_at"	264	10	86	77	10	10	10	88	10	116	10	10	481	761	455	10	45	319	255	10	174	1629	42	335	361	7361	921	105	103	10	10	10	10	331	10	84	105	313	10	10	10	10
"L32140_at"	10	10	10	10	748	10	10	10	10	10	27	54	10	10	10	101	10	10	103	131	10	10	10	15	10	28	10	10	10	807	10	297	10	272	10	28	57	10	10	10	10	10
"L32866_at"	984	10	10	10	10	1265	10	301	234	32	10	10	10	10	84	10	760	1384	10	10	66	293	162	10	1483	86	10	36	146	10	10	10	10	10	10	10	10	10	10	419	10	437
"L34081_at"	10	10	10	10	139	10	21	127	10	12	10	54	10	76	257	109	22	58	10	10	25	21	29	45	40	10	10	57	10	10	10	10	10	36	31	45	278	10	74	10	58	10
