	GSM92240	GSM92241	GSM92242	GSM92243	GSM92244	GSM92245	GSM92246	GSM92247	GSM92248	GSM92249	GSM92250	GSM92251	GSM92252	GSM92253	GSM92254	GSM92255	GSM92256	GSM92257	GSM92258	GSM92259	GSM92260	GSM92261	GSM92262	GSM92263	GSM92264	GSM92265	GSM92266	GSM92267	GSM92268	GSM92269	GSM92270	GSM92271	GSM92272	GSM92273	GSM92274	GSM92275	GSM92276
201851_at	87.4	123.9	36.8	73.4	60.2	100.6	30.1	147.2	86.4	170.3	61.7	103	142.2	102.1	83.9	93.2	18.7	14.8	84.1	58.7	174.4	82.8	23.3	51.2	192	124.1	62.7	17.1	60	99.2	88.4	77.8	74.6	20.3	92.3	147.3	45.8
201852_x_at	2177.3	1694.6	2463.7	543.1	2532.5	2299.9	3174.3	1435.3	346.3	311	1496.2	82.7	645	288.8	2403.2	425.3	78.7	1319.5	1306.5	262.6	2105.5	201.4	376.2	962.3	911.2	1851.7	607.5	468.4	876.9	1678	1215.5	685.7	2198.3	1915	1557	2750.1	2220.9
201858_s_at	66.6	58.9	127.1	54.1	165.5	68.7	168.4	35.5	10	10	34.8	10	10	10	54.2	36.4	10	53.6	10	10	10	61.6	16.1	62	10	67.7	138.2	167.3	54.9	68	84.5	14	160.9	28.6	10	90.7	59.4
201909_at	51.3	184	282.7	36.2	985	38.3	49.7	968.2	89.9	40.5	171	2032.4	12.9	73.1	53.2	42.6	36.6	968.1	1263.3	271.8	49	54.3	158.3	32.4	176.3	912.7	27.9	59.6	37.4	65.9	43.7	190.6	1884.9	1520.2	1083.5	220.8	53.2
201910_at	59.1	124.4	84.2	180.5	112.5	93	23.5	129.3	151.9	266.7	164.1	133.2	77.3	20	392	135.1	23.6	183	198.9	86.7	425.1	78.4	157.6	102.2	151.1	329.5	41.1	50.1	127.9	118.2	78.6	18.7	253.2	156.7	375.6	320	268.2
201925_s_at	180.6	282.5	557.7	1886.2	519.6	243.3	391.9	172.5	270.3	89.2	125.1	72.9	65.5	316.1	64	52.3	187.2	179.4	61.7	647.8	80.3	98.9	240.6	111.1	541.6	167.5	421	249.3	56	232.8	382.1	123.1	151.5	180.8	80	78.7	246.1
201926_s_at	296.5	336.6	427.8	3255.5	484.2	245.9	559.6	177.6	214.8	94.9	146.2	117.5	81.2	314.4	107.6	46.7	286.9	241.4	53.2	519.3	91.6	131	230.5	127.8	452.4	145.5	244.7	278.8	63.7	289.8	458.5	167.6	135.6	274.2	106.6	120.8	292
201962_s_at	44.2	16.9	10	10	45.5	36.3	45.7	39.7	55	10	45	30.2	28.4	71.8	65.1	23.3	11.3	10	61.4	25.9	10	40.2	13.4	31.9	46.6	25.9	23.2	27.1	10	45.2	10.1	37.9	25.4	24.5	46.2	31.4	43.3
201963_at	192.9	178	254.2	86.4	77.6	100.2	174.3	30.1	34.2	67.8	124.4	40.2	27.7	147.7	194.7	141.9	36.4	81.4	101.7	168.9	116.9	28.9	78.4	134	142.5	95.9	404.2	58.5	235.8	81.7	104.5	54.6	44.2	157.3	81.2	63.4	120.6
202007_at	55.3	36.2	198.9	55.5	53.3	77.2	107.8	49.9	43	45.7	62.7	10	63.4	32.4	121.5	39.9	23.4	25.4	105.4	21.1	105.2	44.1	10	58.4	45.6	115.4	37	45	32.5	20	54.9	43.8	133.7	75.1	52.9	111.5	45.5
202067_s_at	41.5	81.6	10	54.6	50.8	30.5	10	15.1	23.5	10	37	11.9	10	53.5	17.3	10	48.9	53.2	10	70.2	47.4	10	10	30.3	10	11.5	74.8	10	53.8	24.7	79	11.8	10	13.2	10	10	50.6
202072_at	128	420.3	79.4	66.8	76.9	63.4	153	103.6	143.9	61.8	233.1	184.3	134.5	206.2	67.8	229.2	64.1	13.5	45.9	167.1	81.2	43.6	59.4	90.7	40	99.3	437.7	135.3	224.6	30.1	289.1	190.4	147.9	59.8	93.3	200.1	85
202075_s_at	18.7	33.5	87.5	13.3	37.5	88.1	192.5	42.4	151.1	104.7	37.5	256.1	275.2	496.6	119.3	228.5	18.1	25.7	109.1	10	180.2	24.3	75.5	374.1	93.4	272	116.7	42.5	87.9	181.9	126.6	136.8	113.1	136.3	322.9	81.8	66.4
202095_s_at	162.6	154.6	104.3	11.4	92.9	123.6	17.8	141.1	104.3	110.5	177.5	10	62.1	127.4	96.5	268.5	59.1	72.4	113.5	94.7	97.9	54	70.6	110.1	87.8	81.4	131.3	10	199.5	118.5	212.1	96	168.5	92.9	61.2	20.9	95.1
202111_at	146.2	63.6	105.2	140.6	109.1	49.9	17.3	10.6	109.5	77.6	42.7	110.6	26.5	88	86.2	66.4	12.8	11.8	55.3	103.7	75.7	173.4	17.6	28.8	108.1	22	51.5	12.8	73.3	168.9	19.1	65.4	37.6	129.4	33.2	89.6	14.5
202112_at	68.7	70	153	145.6	155.6	354.2	74.8	38.3	26.2	16.3	97.4	30.7	24	61.5	201.9	39.9	12.9	98.4	184.8	54.8	102.1	10	33	82.4	134	70.9	150.6	33.6	74.5	45.5	103	17.8	151.4	73.3	33.6	39.3	237.9
202116_at	52.3	11.4	65.8	69.1	41.8	70.8	38.8	104.5	19.4	77.2	70.5	10.5	56.7	68.3	45.5	59.3	33.9	104.3	58.5	42.3	37.1	43.1	14.8	43.6	69.4	116.6	56.6	10	29.3	70.7	62.1	52.2	71.4	63.5	83.6	62.3	19.6
202129_s_at	84.2	60.2	122	478.2	176.4	79.2	31.7	33.6	10	43.3	63.6	10	23.2	114.8	72.2	24.4	46.9	16.9	31.1	92.1	33.7	53.7	31.6	47.4	80.4	53.6	41.2	111.8	67.6	111.4	114.6	49.3	75.4	127.9	17.5	10	50.1
202133_at	38.8	65.6	72.4	32.7	43.1	130.7	212.2	32.6	19.8	16.6	65.9	20.8	31.4	15	61.5	20.1	17.8	52.9	92.8	23.3	71.8	13.8	21.5	51.8	84	61.6	147.1	41.9	41.2	29.7	37.7	32.7	83.4	34.3	67.5	50	70
202134_s_at	38.6	75.6	14.1	49.1	10	81.1	201.3	33.4	33.7	98.8	10	31.4	23.3	10	10	15.9	12.1	18.1	10	10	10	30.8	10	10	21.4	41.4	61.3	10	10	10	10	10	29.2	51.2	25.4	40.7	10
202145_at	114.8	196.5	298.3	38.4	66	178.5	17.1	42.3	91.9	75.3	19.1	62.9	280	10.9	87.4	22.5	12.3	40.8	120	38.3	23.5	104.2	56.8	90	126.9	279.4	397.9	10	57.9	11.7	66.3	112.5	63.3	142.2	146.4	180.8	10
202150_s_at	39.1	76.4	39.6	219.3	59.3	28.7	46.8	55.3	36	23.5	93.2	10	18.3	94.9	80.9	59	78.2	83.1	50.7	139.3	52.6	66.5	55.4	80	75.5	10	68.4	123.2	116.5	36.2	134.4	32.8	51.3	102.8	46.5	75.4	50.4
202179_at	106.2	96	103.3	60.7	38.3	55.3	118.9	76.8	101.2	99.4	120.4	49.8	95.9	134	57.5	112.1	40.6	16.3	10	13.7	68	52.5	13.1	64.2	11.2	127.4	77.8	52.7	102.4	86.3	97.6	87.6	90.7	101.8	90.4	97.5	10.2
202188_at	36.2	37.5	13.7	10	10	21.1	20.3	15.1	17.1	30.4	78.5	25.4	12.5	71.3	54.2	48.4	10	11.9	10	62.8	60.2	26.8	10	76.3	24.3	10	62.1	10	52.5	99	53.4	13.2	10	41.7	10	14.2	12.9
202191_s_at	37.5	42.3	74.6	11	107.1	72.4	98.1	59.3	26.6	15.2	16.6	10.6	48.8	17.2	64.1	19.3	40.6	11.6	35.4	20.1	80.1	10	22.6	36.3	103.3	10	22.8	28.5	26.4	21.5	25.7	32.6	78	37	124.6	45.2	37.4
202208_s_at	37.1	46.1	90.9	10	79.4	46.9	73.1	34.2	10	10	10	10	18.3	97.3	86.5	25.9	15.8	15.8	28.4	10	18.7	47.1	66.5	16	38.5	38.9	45.7	32.9	45.8	55.8	45	17.6	65.9	93.6	55.3	51.2	67.2
202218_s_at	34.1	29.3	30.9	45	26.7	25.1	30.5	44.6	14	19.5	20.6	48.3	25.5	12.8	59.8	170.4	94.7	32.7	44.4	11.6	51.2	29.2	95.6	56	28.5	72.5	10	57.1	37.6	58.3	31.3	29.2	79.2	51.3	53.7	72.7	64.3
202219_at	683.9	155.1	174.9	172	305.4	304.8	10	83.6	77.5	150.9	110.2	23.2	304.3	700	361.5	88.3	86.7	251.2	53.9	189.2	98.7	108.3	14.1	93.2	645.9	211.4	75	66	1226.2	268.8	490.1	253.6	30.6	10	25.5	123.1	10
202222_s_at	25.1	69.3	128.4	10	20.2	114.4	191.7	291.6	15.3	10	60.2	10	23.2	19.9	108.9	15	45	231.9	523.5	22.9	16.5	10	26.4	50.3	219	10	17	29.5	63	180.5	38.2	33.7	41.1	100.3	113.7	44.2	38.2
202237_at	84.5	119.9	291.2	76.2	334.8	462.9	487.1	55.1	31.1	83.9	91	10	75.7	34.1	173.4	59.3	11.6	92	141.5	84.2	209.3	30.3	121.5	125.7	268.8	98.7	66.2	75.8	102.8	103.1	112.6	61.2	209.6	109.1	196	153.8	108.3
202238_s_at	54.5	95	94.2	49.9	101.4	108	211.1	30.9	41.3	10	35.6	18.4	34	11.7	97.1	28.5	19.5	14.7	80.3	31.9	62.3	26.2	10	47.5	83.5	70.4	24.8	14.4	34.2	47.6	42.7	10	104.9	44.1	78	58.2	49.3
202255_s_at	63.3	29.3	81.5	12.3	107.3	94.7	10	46.9	79.2	18.1	24.3	89.3	125.4	47.6	85.6	109.1	109.5	94.5	99.7	85.4	125.9	66.5	58.1	80	175.9	61.9	85.5	57.7	43	25.6	79.2	68.3	90.5	144.9	90.7	71.6	14.1
202257_s_at	42	82.5	69.8	72.4	90.5	58.5	46.1	19.5	64.8	52.4	19.3	52	78.2	65.1	52.5	54.1	18.1	78.8	70.1	49.7	95	29.1	23.3	72	101.3	20.2	82.5	15.7	16.8	47.7	58.6	33.5	82.7	109.6	65.7	33.1	44.9
202270_at	135.6	79.8	108.5	28.4	36.8	74	82.6	32.7	30.7	10	39.8	17.3	38.8	18.6	27.1	43.4	10	36.3	35.4	24.3	44.9	40.7	39.5	26.8	50	38.1	338.3	73.3	39.1	17.7	47.4	52.5	147.7	17	25.6	37.5	29.7
202274_at	68.2	170.3	382.7	71.1	56	348.9	397.3	405.2	72.7	51.1	191.6	52.9	100.2	40.8	345.6	73.2	59.9	431.1	664.9	78	144.7	22.5	53.1	110.9	262.2	67.7	47.3	97.7	191.7	169.6	109.7	90.3	166	233.5	125.1	133.2	152.7
202283_at	139.4	156.5	205.1	69.9	245	231	532.4	70.5	48.2	17.4	83.8	14.3	117	10	287.9	27.4	10.9	63.1	118.7	28	191.8	35.7	70	186.5	155.6	131.3	177.9	130	75.5	85.5	125	14.3	295.6	109.2	314.6	338.2	167.9
202286_s_at	53.4	630.8	35.7	291.7	494.7	345.2	106.1	58.1	24.5	88.8	29.9	222.1	88.3	451.9	539.8	17.5	105.4	40.2	57.6	736.7	291.9	228.6	71.8	476.4	857	49.5	14.9	546.7	118	88.6	110.2	36.3	11.2	1621.5	46.6	121.6	205.5
202310_s_at	2886.8	2145	2038.5	240.7	1759	3063.7	2399.7	2014.2	185.7	281.2	1357.5	189.1	1347.8	242.8	3653	383.2	146.8	1024.7	1340.1	184.8	4051.1	164	1006.7	539.6	2925.5	2528.7	715	249.4	1469.9	1792.1	1298.6	793.5	3054	2428	2462.6	4179.9	3443.4
202311_s_at	306.7	148.7	200.6	45.6	98.3	174.8	184.6	107.3	38.3	60.4	150.5	30.6	160	54.7	426.1	80.9	33.5	148.5	88.1	49.5	314.5	33.2	92.9	71	301.3	253.3	116	63	163.5	122.3	123.6	105.9	215.6	180.8	194.3	317.2	322.9
202350_s_at	24.7	119.3	77	69.1	72.4	36.1	89.6	65.4	18.4	29.7	58.9	10	89.4	67.5	142.6	17.8	80.9	74.7	292.5	68.3	129.2	19.2	70.7	76.3	17.5	49.4	18.9	232.3	51.7	39.4	174.7	30.4	22.3	37.9	107.9	22.2	17.2
202354_s_at	37.1	25.7	31.4	32.7	31.2	10	11.8	51.5	48.6	10	59.1	18.1	23.7	33.1	21.1	28.8	20.7	73.8	35.7	107.1	36	26.2	42.1	18.1	33.8	20.6	21.5	27.1	15.4	23.9	39.7	27.1	29.6	32.1	10	10	34.1
202363_at	191.7	164.1	214.4	100.8	175.5	199	462.7	194.7	42.3	84.8	109	119.6	76.3	44.5	172.4	29	55.6	81.3	204.5	53.4	155.9	10	73.8	48.5	232.3	104.7	39	60.9	119.1	137.9	85.1	86	154.3	66.5	195.9	234.5	123.5
202376_at	10	13	14	37.2	76.8	59.9	74.3	39.8	18.3	28	30	57.7	46.1	26.8	18.2	10.6	54	51	62.3	46.6	33.7	50.5	60.7	10	35.6	13.4	38.9	58.2	29.5	27.2	48.4	87.8	31.8	19.9	26.5	33.1	43.8
202388_at	251.1	318.9	248.6	102.8	339	553.4	551.6	198.8	35	12.7	68.2	76.3	68.9	77.7	145.2	39.2	13.9	97.6	210.7	54.6	70.4	46.8	99.1	133.5	228.4	76.7	356.8	230.5	133.4	317.9	47	32.4	318.9	68.4	56.6	21.3	73.8
202390_s_at	13.9	43.3	10.3	18.6	17.6	31.1	10	15.7	22	66.7	11	30.5	29.8	47.9	11.5	67.8	16.1	37.4	11.3	10.4	15.3	71.5	26.7	10	18.8	10	16.2	15.9	75	10	12.1	17	16.4	86.5	38.7	52.1	17.8
202403_s_at	2983.9	3080.7	2893.1	434.8	3204.2	4875	3988.8	2570.5	456.7	603.6	1578.9	110.4	1500.8	380	4278.4	616.1	118.3	1159	1687.3	405.7	3851	380.7	790.1	1095.4	3813.1	2303.8	958.8	336.2	1843.7	1632.6	1609.7	1137.3	3265	2078.6	2831.9	4665.4	3139.6
202404_s_at	2507.8	1917	1923.6	225.2	1721.7	2563.4	2731.1	1355	236.3	197.8	1439	54.3	537.8	185.4	1852.7	290.7	55.5	1046.3	782.1	201.2	2185	106.3	331.4	688.5	1640.1	1386.1	667.4	127	1137.9	1165.8	921.2	728.7	1588.2	1297.9	1439.4	2138.6	1788.6
202409_at	76.7	101.5	94.1	56.6	67.3	121.4	143.6	93.6	37.3	54.1	100.3	58.8	79.9	59.1	4596.7	4341.2	60.1	66.2	5633.4	44.6	127.3	39.5	60.6	1709.1	175.7	4849.5	26	55.3	70.3	65.5	77.2	95.7	129.8	81.3	143.9	209.4	153.6
202410_x_at	10	10	10	10	10	10	10	10	10	10	10	13.3	10	10	1512.8	2340.8	10	10	3939.1	10	10	10	10	313.4	10	2648.3	10	12.3	10	10	10	10	10	10	12.8	15.9	10
202465_at	127.6	28	48	58.9	103.2	147.7	138.1	23.3	28.8	31.8	28.8	16.8	27.9	12.9	151.2	77.6	19.5	21.7	51.5	16.1	134.2	15.5	85.3	70.1	89.8	56.1	17.3	20.1	71.6	31	19.9	32.1	111.4	50.4	106.1	173.7	106.1
202489_s_at	1588.2	1913.7	1098.7	2855.1	870.2	1000.3	1722.9	3375.8	404.4	596.3	1614.7	390.8	175.3	1400.7	676.2	1128.8	2151	970	1150.8	1958.1	817.4	891	890.8	1032.9	594.2	781.7	1049.5	412.6	1113.6	1388.6	2225.1	1904.9	271.8	167.2	709.2	2402	686.6
202499_s_at	46.4	94.6	73.1	14.8	135	91.9	66.5	23.9	24.4	25.1	50.2	28.2	37.8	25.4	98.1	24.8	10	23.1	80.8	28.8	50.1	20.3	100	56.5	85.5	422.9	142.7	60.1	115.2	27.4	38.1	25.2	101.1	17	38	33.4	76.4
202504_at	451.9	550.3	385.7	141.5	393.9	632.5	129.5	10	69.7	10	482.1	568.9	88.8	501.1	65.8	64	36.7	305.2	152.6	113.3	87.3	81.8	85.4	116.6	418.3	31.9	421.5	922.4	834.2	670.7	169.7	92.3	208.3	62.8	45.5	24.8	1057.5
202507_s_at	26.5	70.8	50.5	56.8	84.3	71.9	64.6	29.5	16.2	31.6	58.3	149.3	40.5	48.2	50.9	43.2	58.2	48.7	41.2	96.4	100	14.1	187	67.7	79.2	64.6	53.1	197.7	173.4	46	48.8	35.3	39.2	65.9	34.4	11.5	52
202518_at	85.1	69.9	107.8	172	127.9	10	19.7	52.8	112.7	129.9	58.9	145.6	74.4	92.6	54.3	58.5	80.4	20.4	138.4	118.8	130.1	52.7	10	79.9	129.7	59.8	59	10	98.3	113.8	87.5	48	91.9	72.5	101.8	92.3	33.4
202555_s_at	174.3	267.9	414.9	95.3	210.8	352.6	521.7	462.4	15.5	60.9	189.7	24.5	77.2	49.4	362.5	99.2	22.9	232.7	570.2	49	220.8	45.3	63.3	173.2	426.2	119.1	60.4	119.4	210.7	200.4	102	73.9	177.3	155.7	293.8	313.7	173.6
202566_s_at	64.1	83.2	54.3	121.6	42.8	10	95.2	100.5	23.5	32.2	100	40	12.3	57.6	78.7	10.4	90	116.6	82.6	116.2	79.4	74.7	121.8	54.1	50.2	45.7	11.5	162	53.5	51.3	84.3	34	90.7	113	68	103.3	71.5
202617_s_at	13.2	29.1	10	23.8	10	42.2	12.4	16.3	18.6	10	48.5	11.6	99.9	10	17.7	19.6	68.6	44.3	46.2	20.2	27.5	10	12	32.1	11.4	46.3	10	11.7	37.2	32.2	27	28.6	42.5	35.9	46.1	10	29.8
202619_s_at	184.2	187.8	125.7	49.9	242.8	148.7	272.7	488.1	44.4	90.8	167.1	81.2	112.8	211	217.1	101.2	124.1	74.5	238.3	39.8	369.4	54.7	104.3	188.7	119.1	150.8	13.6	77.6	524.1	119.2	211.4	143.4	173.3	41.1	203.4	285	146
202628_s_at	21.2	62.5	33.5	10	35.6	55.7	102.1	39.8	22.6	10	34.8	14.5	11.3	10	60.7	10	12.3	10	30.6	10	10	11.8	10	11	29.2	47.6	37	10	30.8	10	10	12	87.1	59.8	10	10	89.3
202648_at	20.7	11	27.1	10	22.1	48.9	42.8	10	10	21.3	10	113.3	12.9	10	255.5	23.2	10	10	28.4	10	10	10	313.3	10	34.1	11	16.4	310.4	312.5	16.7	173.2	10	10	10	10	20.7	269.2
202652_at	11.5	14.7	55.1	56	29.5	57.5	25.7	57.9	54.9	66.5	55.7	13.6	91	52.1	56.6	54.7	82.5	69.9	14.3	15.7	60.6	39.7	46.5	11.3	13	84.4	23.8	82.6	73.5	10.4	42.9	71	13.9	58.1	69.1	24.5	88.4
202668_at	439.3	664.9	516.8	828.2	633.9	452.9	185	617.1	566.8	1037.5	568.2	1081.4	162.5	609.7	1285	125.1	235.9	621.4	288.4	331.3	984.9	72.2	488.6	259.8	803.5	676.7	243.1	519.2	1267.9	148.1	377.1	175	513	1000.9	383.7	355.1	1213.6
202707_at	75.3	85.5	45.2	10	47.7	36.4	62.6	62.7	107.2	79.8	40.1	95.9	93.5	10	10	98.7	101.6	49.3	27.6	10	16.5	69.7	12.7	24	10	106	94.4	56.6	41.7	13.2	27.2	47.8	10	30.5	53.2	72	10
202718_at	471.4	211.8	50.2	264.9	96	247	83.5	320.2	64.1	20.3	571	126.5	173.6	306.8	628.4	366.9	764.9	616.7	549	177.2	106.1	442.9	420.2	140.4	38.6	379.8	19.3	105.7	243.2	356.6	968.8	68.6	580.5	53.3	283.8	92.4	164.8
202728_s_at	11.5	10	16.5	10	50.8	43.8	125	70.5	12.5	13.2	49.7	31.1	69	10.5	41.4	16.1	17.5	15.5	67.4	15.6	59.4	68.5	21.8	42.5	56	18.8	10	16.2	49.7	63.6	39.3	33.8	44.6	77	14.5	52.1	12.3
202729_s_at	87.8	104.7	195.9	36.2	205.7	293.4	526.5	336.7	125.4	76.6	277.5	27.6	85.5	86.9	136.2	116.8	103.1	128.2	211	64.7	206.3	83.4	104.8	216	256.6	32.2	26.2	143.2	178.4	253	113.4	99.8	117.8	112.3	242.1	209.2	136.9
202742_s_at	27.7	22.1	24.3	58.7	41.5	43.3	36.2	85.4	12.6	30.4	166.9	57.5	26.1	103.9	47.5	29.1	114.7	87.4	92.2	60.3	58.3	139.5	39.3	89.4	69.7	30.9	15.3	107.1	36.3	10.1	53	76.9	25.5	94.8	38.3	53.9	12.8
202752_x_at	29.8	75.3	63.8	29.4	123.6	87.5	216.7	150.3	305.8	239	122.1	321.3	97.7	373.7	64.1	119.8	279	334.3	99.4	245	148	550.9	158.9	297.5	141.4	143.9	63.9	226.1	132.1	254.1	109.4	156.7	104.4	467.5	314.4	369.4	146.9
202756_s_at	41.7	56.5	30.2	66.8	51.2	202.1	42.5	77	16.7	14.3	96.6	10	13.2	14.1	66.9	13.2	15.3	82.2	51.9	47.1	45.9	80.9	20.4	48.9	48.1	15.1	10	19.7	40.3	25.1	50.4	32.9	47.7	36.5	69.4	102.8	59.4
202760_s_at	59.4	44.8	261.5	101.5	182.1	95.8	154.1	150.3	32.5	70.9	127.5	56.7	60.9	29.1	93.5	81.6	20.8	50.2	143.5	23	175.7	39.5	36.1	146.9	190.6	91.8	48.9	56.3	96.9	57.7	56.8	82	77.9	18.8	70.8	74.7	94.6
202766_s_at	205.7	183.2	206.4	63.4	155.4	273.4	429.5	189.6	40.8	47.2	205.1	23.1	74.6	30.9	269.6	42.7	13.2	89.2	88	48.9	230.9	31.3	41.7	105.2	213.2	197.3	48.1	40.5	87.9	142	128.3	63.6	235.5	129.5	343.3	252.8	222
202768_at	43.1	124.8	10	50.1	10.3	10	15.1	76.4	14.3	11.7	50.2	13.1	10	62.8	10	10	20.7	16.7	12	30.5	10	10	43.3	128.2	37.8	10	15.5	121.7	17	11.6	10	10	54.1	10	10	10	47.7
202785_at	150.5	123.9	89.5	127.7	75.7	105.8	10	90.8	99.2	39.6	95.3	10	20.9	121.6	52	117.5	10.5	89.5	95.6	99.5	59.5	46	18.6	59.8	64	10	85	25.7	53.1	131.1	123.1	47.5	65.8	16.8	11.5	12.7	68.4
202799_at	100.3	91.2	82.2	78.5	14.7	76.1	22.6	53	125.9	78.9	84.1	34.9	176.1	98.9	51.4	142.5	21.3	172.2	59.3	56.8	73.5	84.5	26.8	48.1	48.1	36.7	81.5	23.7	47.9	141.1	96.2	99.6	107.9	17.2	88.8	70.4	85.1
202802_at	81.6	64.5	49.3	113.5	34.9	53.6	15.1	78.7	61.1	77.8	59.7	10	61.2	37.7	10	60	27.2	65.3	35.2	73.7	59.9	59.2	10.8	63.6	16.6	53.5	77.8	10.3	47	33.2	80.4	82.7	37.9	22.5	71.3	28.9	69.3
202806_at	54.8	77.6	61.8	10	67.9	77.6	57.8	55	25.5	10	33.9	39.9	10	23.7	48	53.2	10	20.8	54.1	10	53.5	10	10	29.4	56	64.8	56.3	10	13.8	78.7	32	24.9	45	47.7	22	34.9	59.8
202827_s_at	31.8	40.6	30.9	27.5	30.4	46.7	41.5	37.4	46.2	10	58.3	42.9	62.4	10	35.5	21.1	13.4	64.8	26.3	24.4	14.5	48.5	16.6	10	26.4	60.5	20.1	30.2	14.3	38.8	14.5	30.4	84.8	111.7	49	88.5	22.9
202828_s_at	22.4	29.9	14.8	20.7	52.1	54.3	10	45.3	66.1	17.6	10.8	48	36	10	21.9	36.1	10	53.8	13.1	11	11.1	44.4	16.2	10	21.5	55.3	29.3	20.9	13.4	14.8	16.7	58.8	18.7	96.5	58.1	29.5	10
202833_s_at	574.6	92.3	487.7	116	318.8	384.8	57.1	53.6	641.7	17.8	92.7	392.8	354.7	110.3	37.2	56.3	748.8	303	167.3	1057	50.8	27.7	126.9	43.8	31.7	440.6	409.3	67.4	200.1	163.1	1759.3	896.9	497.9	40.1	91.9	187.8	171.4
202835_at	13.3	28.9	10	29.2	10	15.6	11.5	34.8	25	11.2	22.7	44.5	27.5	29.8	48.8	24.1	54	45	37.2	15.4	34.7	29.1	10	23	19.5	11.9	11.9	13	39.5	10	52.3	49.6	35.6	33.9	25.7	28.7	10
202837_at	10	51.6	29.9	21.9	20.8	10.8	32.4	27.9	53.8	50.5	10	54.7	76.1	13.9	55.7	59.9	61	11.9	43.9	10	10	54.1	22.5	10	10	49.7	54.3	13.6	10	25.5	10	28.2	46.3	10	52.7	65.9	30
202844_s_at	42.1	50.5	45.3	27.8	68.1	27.6	112.3	43.8	10	10	18.4	79.5	10	27.9	79.6	22.3	46.3	43.5	15.8	96.6	70.9	83.2	19.5	30.4	104.3	10	43.6	10.1	37.8	69.1	57.9	38	10	32.2	11.8	68.2	14
202859_x_at	234.7	492.9	509.9	254.9	1769.5	237.9	341.5	115	73.5	119.2	123.9	80.7	47.4	402.5	144.9	85.7	18.8	174.9	93.8	123.4	99.2	101.7	114	69.4	163.7	147.6	89.5	138.5	514.1	141.4	130.1	196.1	115	54.3	83.8	117.7	163.5
202879_s_at	29.8	14.1	14.1	26.9	45.3	10	33.3	10	21.1	22.8	45.6	40	10	21.1	16.6	27.9	10	25.8	18.4	36.8	30.1	32.2	48.4	10	30.7	24.9	10	44	32.6	30.2	65.4	41.2	56	10	56.9	59.7	38.9
202885_s_at	53.6	60.5	80.5	17.2	10	48.3	52.8	47.9	53.5	37.7	31.8	89	66.6	33.2	40.8	10	53	11.1	43.1	14.1	75.1	50.3	34.3	37.9	38.3	61.1	29.7	41.5	34.8	33.8	42.7	50.5	28.2	63.4	54.8	13.4	10.6
202888_s_at	712.7	29.6	10	10	78.5	35.9	24.1	26.3	25.8	28.6	16.8	136.8	38.6	10	45.1	23.6	39.3	32.1	38.7	23.2	25.5	49.3	29.8	10	45.4	264.2	21.5	36.8	43.3	403.9	61.4	31.6	27.9	16.6	35.1	18.6	18
202898_at	62.1	110.8	50.9	10.3	51.7	117.9	95.4	11	11.3	10	102.5	38.1	15.6	10	76.6	63.4	32.4	43.1	78.2	64	74.4	71.6	17.1	35.5	72.5	12.3	113.9	12.6	10	14.9	60.4	53.5	89	63.6	138.8	101.8	42.9
202917_s_at	41	210.2	103.5	40	552.9	49.7	93.2	30.1	21.6	21.9	20.3	35.6	24.5	209.8	50.5	16.5	37.7	73.8	37.4	21.1	42.7	15	76.7	32	25.8	149.1	152.5	134.5	210	41	41.3	96.7	33.5	26.3	15.9	29	57.2
202937_x_at	139.3	70.8	94.4	10	26.1	97.3	15	55.5	10	20.3	44.9	47.3	92.4	104.5	103.1	99.6	74.5	92.2	71.4	72.4	67.7	84.8	62.3	26.7	164.6	81.5	98.5	22.6	27.4	68.1	91.7	185.9	129.7	61.9	159.2	76.1	112.7
202947_s_at	65.4	79.1	53.2	10.4	47.7	82.8	137.6	63.3	66.5	12.6	49.1	28.7	95.8	26.2	52.7	38.4	18.7	66.6	81.7	12.6	82.2	50.1	22.6	66.1	56.1	74.9	107.8	26.2	75.5	60.9	18.9	38	82.1	32	142	85.6	20.7
202965_s_at	10	76.5	26.1	11.3	10	10	21.4	151.3	21.2	10.3	70.5	36.6	26.3	10	10	10	25.5	16.2	189.8	10	10	10	37	10	10	26.8	10	10.8	19.7	10	45.4	29.9	10	10	41	30.9	10
202974_at	12.5	11.8	36.6	11.8	14.6	17.1	28.2	96.3	257.8	22.3	374.8	199.7	110.1	83.6	21.2	84.9	51.6	74.7	213.1	15.2	194.6	62.4	154.1	53.2	85.1	152.5	83.1	155.3	194.9	105.2	16.6	85	214.2	21.1	240.8	216.4	120.6
202983_at	36.8	42.4	192.7	65.8	51.2	48.8	263.2	92.1	12.5	68.6	198	43	126.1	94.5	196.3	25.1	15.6	120.2	66.1	139.2	129	100.1	92.7	121.8	94	98.7	58.8	110.9	61.7	77.8	28.4	136	94.2	136.8	71.1	74	133.9
202988_s_at	43	63.9	67.5	33.1	65.8	62.5	59.8	26.1	10	10	20.4	10	10.9	17.2	20.7	24.3	16.7	30.2	15.1	17	24.3	16.4	32.9	30.9	44.1	23.6	94	74.4	15.1	32.9	32.3	20.4	85.7	17.8	48.4	17.1	11.7
202994_s_at	67.5	42.9	61.3	10	114.7	172.1	88.2	12.5	10	10	10	12.8	13.5	10	57.4	19.7	10	35.5	27.8	10	92.9	10	17	68.2	21.1	94	10	11.9	11.2	33.3	19.9	20.3	88.6	58	128.7	128.6	41.6
